Year,Sys,pAge,RS,FL6,IncFW,IncS1,IncS2,IncS3,IncS4,MrgFW,MrgS1,MrgS2,MrgS3,AirJJA,Air60,SstS1,SstS2,SstS3,SstS4,SstW1,SstW2,SstW3,SstW4,SbmS1,SbmS2,SbmS3,SbmS4,Flen
2007,SK,0.312422256,2.212535709,815,0.349161062,1.386752442,1.188558023,0.971489087,0.7752,0.0619,0.1922,0.1032,0.1812,53.69565217,22,10.304,9.944,9.968666667,9.430333333,2.934,2.924,1.211333333,3.064666667,3.91171874,3.666082985,3.641450374,3.222191528,787.955665
2008,SK,0.495931818,1.131644661,815,0.287834153,1.22334161,1.097067511,1.044327682,0.768,0.00225,0.17615,0.1395,0.142,57.54347826,46,9.944,9.968666667,9.430333333,10.681,2.924,1.211333333,3.064666667,3.895,3.666082985,3.641450374,3.222191528,3.77147875,813.8235294
2009,SK,0.311206253,2.135999308,810,0.335151428,1.140976338,1.197917954,1.072810711,0.8088,0.00835,0.00345,0.10325,0.1677,55.40217391,34,9.968666667,9.430333333,10.681,12.63533333,1.211333333,3.064666667,3.895,4.658333333,3.641450374,3.222191528,3.77147875,3.870230498,789.4021739
1976,FY,0.81394252,,882,0.35414893,1.435997792,1.096067162,1.113630422,0.8947,0.0276,0.085,0.2723,0.1966,46.54462339,1.571428571,8.246333333,8.611333333,8.279,8.767666667,2.262666667,0.052,2.124333333,0.490333333,2.164834912,2.317875992,2.274249719,2.53690251,875.1650672
1977,FY,0.761877896,,877,0.351985437,1.452617905,1.063908946,1.002035621,1.0799,0.03835,0.0301,0.1421,0.30395,50.75,7,8.611333333,8.279,8.767666667,7.403,0.052,2.124333333,0.490333333,-0.105666667,2.317875992,2.274249719,2.53690251,2.569691889,876.8216667
1978,FY,0.810181643,,879,0.352290232,1.354810765,1.163053478,1.113276274,0.8877,0.0233,0.0941,0.3495,0.3156,47.58333333,4,8.279,8.767666667,7.403,8.722333333,2.124333333,0.490333333,-0.105666667,-1.586666667,2.274249719,2.53690251,2.569691889,2.537062986,855
1979,FY,0.710041063,,870,0.315023134,1.475826125,0.960464776,1.089757097,0.99875,-0.34945,0.34995,0.1519,0.3122,46.54462339,1.571428571,8.767666667,7.403,8.722333333,8.591666667,0.490333333,-0.105666667,-1.586666667,0.299666667,2.53690251,2.569691889,2.537062986,2.748330382,894.1751527
1980,FY,0.731502307,,850,0.370821875,1.192511952,1.100425609,1.097499738,0.8821,0.0393,0.2121,0.17835,0.2313,46.54462339,1.571428571,7.403,8.722333333,8.591666667,8.075666667,-0.105666667,-1.586666667,0.299666667,-0.774666667,2.569691889,2.537062986,2.748330382,3.068533283,883.7380952
1981,FY,0.695271443,1.894513758,860,0.327855993,1.482966974,1.067872421,1.030669739,1.0874,0.0646,-0.0181,0.16535,0.11725,46.54462339,1.571428571,8.722333333,8.591666667,8.075666667,8.036666667,-1.586666667,0.299666667,-0.774666667,0.959,2.537062986,2.748330382,3.068533283,3.077115749,894.936
1982,FY,0.634066212,1.007699937,865,0.340117753,1.476171792,1.00612503,1.156702218,0.9345,0.04705,0.021,0.1728,0.06925,46.54462339,1.571428571,8.591666667,8.075666667,8.036666667,8.756333333,0.299666667,-0.774666667,0.959,-1.046333333,2.748330382,3.068533283,3.077115749,2.81431907,889.625641
1983,FY,0.774802462,2.174615013,880,0.347102841,1.490415767,1.214333337,0.991007378,0.947,0.04075,-0.0396,0.28635,0.25895,47.8,7,8.075666667,8.036666667,8.756333333,8.066,-0.774666667,0.959,-1.046333333,0.060666667,3.068533283,3.077115749,2.81431907,3.162825784,878.9563492
1984,FY,0.697901467,2.339775928,900,0.340637818,1.364995231,1.12490657,1.17749711,0.9897,0.01895,0.08725,0.23625,0.0361,47.04347826,2,8.036666667,8.756333333,8.066,8.682666667,0.959,-1.046333333,0.060666667,-0.762333333,3.077115749,2.81431907,3.162825784,3.392621031,875.8510638
1985,FY,0.695308682,1.616352252,880,0.331869463,1.452627295,1.044394718,1.10633518,0.9725,0.0304,0.0023,0.06715,0.2466,46.54462339,1.571428571,8.756333333,8.066,8.682666667,8.244,-1.046333333,0.060666667,-0.762333333,-1.55,2.81431907,3.162825784,3.392621031,3.533875614,876.623298
1986,FY,0.733887465,2.318178039,870,0.338376933,1.347404195,1.160866537,1.165910322,0.9378,-0.0029,0.01375,0.16205,0.0815,48.24175824,3,8.066,8.682666667,8.244,8.685,0.060666667,-0.762333333,-1.55,-2.195666667,3.162825784,3.392621031,3.533875614,3.334140052,856.4622642
1987,FY,0.749144428,1.838723154,870,0.340847025,1.303716972,1.062757883,1.036815439,1.0423,0.0694,0.1167,0.23715,0.21045,44.01428571,0,8.682666667,8.244,8.685,7.629,-0.762333333,-1.55,-2.195666667,-0.135,3.392621031,3.533875614,3.334140052,3.010150208,865.7431271
1988,FY,0.696411818,2.283204716,862.5,0.325006608,1.395356378,1.092178025,1.113507484,0.998,0.03035,0.04935,0.19645,0.28485,38.51612903,0,8.244,8.685,7.629,8.569666667,-1.55,-2.195666667,-0.135,-0.053666667,3.533875614,3.334140052,3.010150208,3.802549949,888.0095087
1989,FY,0.606638273,4.385712107,855,0.341674002,1.432712767,0.986403629,1.101323011,0.91245,0.01695,0.06245,0.1838,0.20655,49.37974684,1,8.685,7.629,8.569666667,7.859,-2.195666667,-0.135,-0.053666667,-1.372333333,3.334140052,3.010150208,3.802549949,4.155865263,852.2978723
1990,FY,0.751746415,0.533068821,850,0.241887076,1.310645084,1.192699478,1.070881207,0.92135,-0.31085,0.07345,0.01645,-0.035701735,48.47222222,2,7.629,8.569666667,7.859,8.812,-0.135,-0.053666667,-1.372333333,0.689333333,3.010150208,3.802549949,4.155865263,4.271559929,897.940051
1991,FY,0.34913405,2.795126459,855,0.344470885,1.510424183,1.100002993,1.168616883,1.05715,-0.0057,0.1538,0.2812,0.23745225,46.54462339,1.571428571,8.569666667,7.859,8.812,8.397,-0.053666667,-1.372333333,0.689333333,-0.692666667,3.802549949,4.155865263,4.271559929,4.235556925,845.3666667
1992,FY,0.89274788,1.032123416,850,0.342995993,1.335579692,1.054698829,1.016889011,0.927093715,0.01615,0.05315,0.30295,0.15285,48.30232558,10,7.859,8.812,8.397,9.071,-1.372333333,0.689333333,-0.692666667,-0.441333333,4.155865263,4.271559929,4.235556925,3.803043571,869.1004739
1993,FY,0.522124414,1.080746773,865,0.355311104,1.430751459,1.100440544,1.112965257,0.8336,0.0343,0.0761,0.2333,0.2475,46.54462339,1.571428571,8.812,8.397,9.071,7.511666667,0.689333333,-0.692666667,-0.441333333,-1.949,4.271559929,4.235556925,3.803043571,3.894318333,866.8994413
1994,FY,0.866872089,0.799201516,845,0.336942766,1.400014474,0.955495355,0.993129333,0.96115,0.0614,0.06515,0.40964905,0.567834295,46.54462339,1.571428571,8.397,9.071,7.511666667,7.315333333,-0.692666667,-0.441333333,-1.949,0.071333333,4.235556925,3.803043571,3.894318333,3.687387307,846.4865772
1995,FY,0.687322209,0.976372949,855,0.332531245,1.472354027,0.847833606,1.070454087,1.0577,-0.0315,0.06075,0.16615,0.46395,46.54462339,1.571428571,9.071,7.511666667,7.315333333,8.506666667,-0.441333333,-1.949,0.071333333,2.320333333,3.803043571,3.894318333,3.687387307,3.198210782,851.8301887
1996,FY,0.914821171,1.421652477,855,0.323275218,1.337189536,0.921975007,1.083294722,0.96205,0.01815,0.38495,0.4311,0.3523,47.04,3,7.511666667,7.315333333,8.506666667,7.678,-1.949,0.071333333,2.320333333,-1.138,3.894318333,3.687387307,3.198210782,3.714729574,820.6506849
1997,FY,0.830630418,0.953200908,880,0.310830343,1.335140583,1.031431888,1.120654871,1.0523,0.0394,0.07865,0.3334,0.45445,46.26744186,0,7.315333333,8.506666667,7.678,8.973,0.071333333,2.320333333,-1.138,2.086333333,3.687387307,3.198210782,3.714729574,3.671482726,854.9480151
1998,FY,0.915144801,2.370717857,880,0.398976771,1.340337289,0.986032545,1.129322816,0.965,-0.0058,0.0868,0.2195,0.314428295,44.68478261,0,8.506666667,7.678,8.973,9.766666667,2.320333333,-1.138,2.086333333,0.832333333,3.198210782,3.714729574,3.671482726,4.061947926,844.9595142
1999,FY,0.816834392,1.090886436,855,0.336896756,1.281979225,0.950572809,1.108886442,0.94715,0.03425,0.0367,0.1715,0.33045,46.54462339,1.571428571,7.678,8.973,9.766666667,10.00666667,-1.138,2.086333333,0.832333333,1.806,3.714729574,3.671482726,4.061947926,3.97842419,869.7881356
2000,FY,0.625847111,2.903519002,857.5,0.329677128,1.430320229,1.218395195,1.067670808,0.7764,0.0295,0.0819,0.1155,0.171,43.48913043,0,8.973,9.766666667,10.00666667,9.256666667,2.086333333,0.832333333,1.806,-0.282333333,3.671482726,4.061947926,3.97842419,3.976750216,845.2925532
2001,FY,0.685191655,1.264927839,860,0.305662056,1.464286911,1.137535067,1.081918873,0.82755,0.03525,0.10295,0.13675,0.19765,45.67391304,0,9.766666667,10.00666667,9.256666667,8.621,0.832333333,1.806,-0.282333333,-2.146,4.061947926,3.97842419,3.976750216,3.795776189,861.6083333
2002,FY,0.857023584,0.871105904,850,0.349839006,1.338533626,1.090059368,1.012492905,0.8707,0.00445,0.17035,0.1879,0.25505,46.90243902,1,10.00666667,9.256666667,8.621,9.235666667,1.806,-0.282333333,-2.146,-5.076666667,3.97842419,3.976750216,3.795776189,3.63939791,866.2619048
2003,FY,0.785105573,0.962778467,855,0.33214346,1.405079976,0.992653506,0.986432556,0.9257,0.0416,0.0685,0.204,0.5024,50.43478261,1,9.256666667,8.621,9.235666667,8.672,-0.282333333,-2.146,-5.076666667,-2.63,3.976750216,3.795776189,3.63939791,3.009273758,878.7407407
2004,FY,0.882263216,0.439610994,850,0.334878086,1.225765225,1.010699112,0.994494614,0.9317,0.0477,0.07775,0.04095,0.23145,47.94382022,1,8.621,9.235666667,8.672,7.866333333,-2.146,-5.076666667,-2.63,-4.522666667,3.795776189,3.63939791,3.009273758,3.91171874,869.6463859
2005,FY,0.577078917,1.100414783,865,0.331726798,1.433020814,1.050750399,1.030142495,0.9306,0.0222,-0.0503,0.0675,0.2341,44.70454545,0,9.235666667,8.672,7.866333333,8.478666667,-5.076666667,-2.63,-4.522666667,-1.941666667,3.63939791,3.009273758,3.91171874,3.666082985,841.9377104
2006,FY,0.806919681,0.691645595,838,0.32511755,1.465364461,0.916114732,1.037496595,0.8405,0.0325,0.0094,0.2364,0.3031,47.76086957,1,8.672,7.866333333,8.478666667,7.705333333,-2.63,-4.522666667,-1.941666667,-5.592,3.009273758,3.91171874,3.666082985,3.641450374,843.2738095
2007,FY,0.863614962,1.137705768,837,0.354245354,1.372286268,0.965418335,0.947092833,0.8407,0.0143,0.1176,0.2406,0.459,43.96,0,7.866333333,8.478666667,7.705333333,7.736666667,-4.522666667,-1.941666667,-5.592,-3.612333333,3.91171874,3.666082985,3.641450374,3.222191528,847.7316736
2008,FY,0.644316251,1.177129946,839,0.346146073,1.35088781,1.05003279,1.030247672,0.9171,0.0129,0.0324,-0.0084,0.3934,46.94936709,0,8.478666667,7.705333333,7.736666667,8.811,-1.941666667,-5.592,-3.612333333,1.211,3.666082985,3.641450374,3.222191528,3.77147875,843.562406
1984,NC,0.588126399,0.802432629,882.5,0.340552194,1.373634421,1.052054064,1.182134745,1.02445,-0.05255,0.19995,-0.05745,0.1523,51.09782609,8,8.036666667,8.756333333,8.066,8.682666667,0.959,-1.046333333,0.060666667,-0.762333333,3.077115749,2.81431907,3.162825784,3.392621031,836.0808081
1985,NC,0.176395433,0.788814898,860,0.346448169,1.403321088,1.097897669,1.216613984,1.0217,-0.01215,-0.0321,0.1074,0.1665,51,8,8.756333333,8.066,8.682666667,8.244,-1.046333333,0.060666667,-0.762333333,-1.55,2.81431907,3.162825784,3.392621031,3.533875614,864.0434783
1987,NC,0.251096983,3.026702505,860,0.314214197,1.309424011,1.171690043,1.170323456,1.1015,-0.05255,0.03615,0.13265,0.23085,52.75,12,8.682666667,8.244,8.685,7.629,-0.762333333,-1.55,-2.195666667,-0.135,3.392621031,3.533875614,3.334140052,3.010150208,851.8441558
1988,NC,0.331863302,2.047872211,866,0.341643116,1.413629152,1.183716413,1.222614894,1.0106,-0.0015,0.12075,0.098,0.2778,53.85869565,17,8.244,8.685,7.629,8.569666667,-1.55,-2.195666667,-0.135,-0.053666667,3.533875614,3.334140052,3.010150208,3.802549949,833.7722222
1989,NC,0.341357795,0.909074537,872,0.343374618,1.383367647,0.993166392,1.221017606,0.9831,0.0133,0.0335,0.0314,0.2445,52.4673913,7,8.685,7.629,8.569666667,7.859,-2.195666667,-0.135,-0.053666667,-1.372333333,3.334140052,3.010150208,3.802549949,4.155865263,801.4636364
1990,NC,0.259602259,2.61259369,858,0.364797042,1.279806742,1.160908768,0.974647475,0.9977,-0.02925,0.05145,0.07655,0.1094,52.17391304,12,7.629,8.569666667,7.859,8.812,-0.135,-0.053666667,-1.372333333,0.689333333,3.010150208,3.802549949,4.155865263,4.271559929,735.8631579
1991,NC,0.371490725,0.856550278,863,0.364635582,1.50349436,1.106402968,1.285026505,1.0782,0.00695,0.09895,0.1137,0.35325,51.29347826,4,8.569666667,7.859,8.812,8.397,-0.053666667,-1.372333333,0.689333333,-0.692666667,3.802549949,4.155865263,4.271559929,4.235556925,763.4015152
1992,NC,0.287996275,1.711597836,850,0.351527748,1.362604037,1.242967229,1.233126384,0.9157,0.0077,0.0386,0.192,0.3068,52.80434783,23,7.859,8.812,8.397,9.071,-1.372333333,0.689333333,-0.692666667,-0.441333333,4.155865263,4.271559929,4.235556925,3.803043571,774.2157895
1993,NC,0.549723054,1.115983327,848,0.344626079,1.458411204,1.134928196,1.0550948,0.92495,0.07095,0.0208,0.1233,0.23155,50.59782609,12,8.812,8.397,9.071,7.511666667,0.689333333,-0.692666667,-0.441333333,-1.949,4.271559929,4.235556925,3.803043571,3.894318333,807.7700535
1994,NC,0.304374272,0.85071768,850,0.363586177,1.498971711,1.141779686,1.069412672,0.8762,0.00415,0.0566,0.16525,0.1369,52.93478261,12,8.397,9.071,7.511666667,7.315333333,-0.692666667,-0.441333333,-1.949,0.071333333,4.235556925,3.803043571,3.894318333,3.687387307,777.8319559
1995,NC,0.262485277,1.085149521,841,0.365731959,1.401548601,1.003900609,1.103155942,1.02815,0.00735,-0.00525,0.1095,0.16525,52.48913043,14,9.071,7.511666667,7.315333333,8.506666667,-0.441333333,-1.949,0.071333333,2.320333333,3.803043571,3.894318333,3.687387307,3.198210782,717.7714286
1996,NC,0.340353669,1.386120265,820,0.37132973,1.418260357,1.002398232,1.207330316,1.0395,0.03255,0.17725,0.0576,0.234,55.54347826,33,7.511666667,7.315333333,8.506666667,7.678,-1.949,0.071333333,2.320333333,-1.138,3.894318333,3.687387307,3.198210782,3.714729574,790.8015267
1997,NC,0.332148692,2.058565159,844,0.365382946,1.322203014,1.179241595,1.206704396,1.0785,0.03635,0.09355,0.2227,0.19615,51.13043478,9,7.315333333,8.506666667,7.678,8.973,0.071333333,2.320333333,-1.138,2.086333333,3.687387307,3.198210782,3.714729574,3.671482726,762.6869919
1998,NC,0.291894766,1.499737964,855,0.352704591,1.43489092,1.111988597,1.198483791,1.0761,-0.0048,0.0683,0.1034,0.1803,51.09782609,6,8.506666667,7.678,8.973,9.766666667,2.320333333,-1.138,2.086333333,0.832333333,3.198210782,3.714729574,3.671482726,4.061947926,799.0098361
1999,NC,0.382597539,2.100059306,830,0.326784019,1.328581292,1.125223858,1.269520686,0.9417,-0.0059,-0.03225,0.09485,0.29705,51.98461538,18.4047619,7.678,8.973,9.766666667,10.00666667,-1.138,2.086333333,0.832333333,1.806,3.714729574,3.671482726,4.061947926,3.97842419,812.5062893
2000,NC,0.501954317,1.637852482,831,0.356347651,1.338207558,1.193907558,1.088858579,0.8852,-0.01745,0.05935,0.05935,0.24895,53.60869565,16,8.973,9.766666667,10.00666667,9.256666667,2.086333333,0.832333333,1.806,-0.282333333,3.671482726,4.061947926,3.97842419,3.976750216,785.4516129
2001,NC,0.499171671,1.037669039,827,0.368920415,1.431063956,1.124652943,1.068739346,0.9332,0.0112,0.05615,0.16375,0.33655,54.20652174,18,9.766666667,10.00666667,9.256666667,8.621,0.832333333,1.806,-0.282333333,-2.146,4.061947926,3.97842419,3.976750216,3.795776189,800.5157895
2002,NC,0.426478665,1.208485952,820.5,0.354719478,1.374501034,1.1811836,1.042758835,1.0327,0.0353,0.0604,0.0478,0.0712,55.59782609,27,10.00666667,9.256666667,8.621,9.235666667,1.806,-0.282333333,-2.146,-5.076666667,3.97842419,3.976750216,3.795776189,3.63939791,747.843949
2003,NC,0.461436063,0.506773873,847,0.343266712,1.405934245,1.083336736,1.121387546,1.0329,0.0224,0.19115,0.1357,0.27725,57.80434783,53,9.256666667,8.621,9.235666667,8.672,-0.282333333,-2.146,-5.076666667,-2.63,3.976750216,3.795776189,3.63939791,3.009273758,804.8613445
2004,NC,0.4970282,0.456382581,840,0.322741047,1.340042379,1.024223249,1.127586764,1.03415,0.0618,0.09505,0.22375,0.34715,55.83695652,36,8.621,9.235666667,8.672,7.866333333,-2.146,-5.076666667,-2.63,-4.522666667,3.795776189,3.63939791,3.009273758,3.91171874,798.7813953
2005,NC,0.360399608,0.386939906,855,0.281154273,1.384477763,1.057847693,1.123266612,1.1102,0.0034,0.0187524,0.1257,0.3303,52.56521739,16,9.235666667,8.672,7.866333333,8.478666667,-5.076666667,-2.63,-4.522666667,-1.941666667,3.63939791,3.009273758,3.91171874,3.666082985,808.6510791
1981,UK,,,872.5,0.39635,1.395525,1.19425,1.15465,1.02015,0.0023,0.08255,0.2523,0.2325,57.21428571,23,8.722333333,8.591666667,8.075666667,8.036666667,-1.586666667,0.299666667,-0.774666667,0.959,2.537062986,2.748330382,3.068533283,3.077115749,865
1982,UK,,,855,0.36635,1.37145,1.04515,1.06435,0.9858,-0.0057,0.0807,0.1325,0.0509,52.1375,17,8.591666667,8.075666667,8.036666667,8.756333333,0.299666667,-0.774666667,0.959,-1.046333333,2.748330382,3.068533283,3.077115749,2.81431907,825.6388889
1983,UK,,,840,0.384525,1.322875,1.0666,1.123425,1.0286,-0.01735,0.14955,0.107,0.16625,49.42391304,9,8.075666667,8.036666667,8.756333333,8.066,-0.774666667,0.959,-1.046333333,0.060666667,3.068533283,3.077115749,2.81431907,3.162825784,860.6973684
1984,UK,,,865,0.36415,1.34745,1.1705,1.11495,0.963,0.0597,0.1035,0.1298,0.2279,50.92307692,23,8.036666667,8.756333333,8.066,8.682666667,0.959,-1.046333333,0.060666667,-0.762333333,3.077115749,2.81431907,3.162825784,3.392621031,877.7
1985,UK,,,870,0.351225,1.3963,1.0123,1.157925,1.0276,-0.02195,0.0186,0.09,0.12765,52.96703297,14,8.756333333,8.066,8.682666667,8.244,-1.046333333,0.060666667,-0.762333333,-1.55,2.81431907,3.162825784,3.392621031,3.533875614,868.7509728
1986,UK,,,877.5,0.31005,1.37925,1.1437,1.0673,0.8032,0.0937,0.0839,0.1604,0.1936,52.16343527,19.82051282,8.066,8.682666667,8.244,8.685,0.060666667,-0.762333333,-1.55,-2.195666667,3.162825784,3.392621031,3.533875614,3.334140052,875.376
1987,UK,,,864,0.36535,1.2987,1.0887,1.15605,1.0273,0.0177,-0.1448,0.2062,0.1785,54.34444444,22,8.682666667,8.244,8.685,7.629,-0.762333333,-1.55,-2.195666667,-0.135,3.392621031,3.533875614,3.334140052,3.010150208,868.962963
1988,UK,,,877.5,0.3468,1.3242,1.07985,1.0723,1.0229,-0.012,0.033,0.1333,0.1374,52.76086957,17,8.244,8.685,7.629,8.569666667,-1.55,-2.195666667,-0.135,-0.053666667,3.533875614,3.334140052,3.010150208,3.802549949,846.543956
1989,UK,,,882.5,0.3494,1.44045,1.0643,1.2122,1.029,-0.004,0.0183,0.0824,0.1976,56.8021978,49,8.685,7.629,8.569666667,7.859,-2.195666667,-0.135,-0.053666667,-1.372333333,3.334140052,3.010150208,3.802549949,4.155865263,837.6065574
1990,UK,,,855,0.3421,1.2052,1.18705,1.1651,1.0103,-0.0162,0.0488,0.3327,0.3738,44.41111111,18,7.629,8.569666667,7.859,8.812,-0.135,-0.053666667,-1.372333333,0.689333333,3.010150208,3.802549949,4.155865263,4.271559929,798.969697
1991,UK,,,890,0.389825,1.425075,0.986425,1.126375,1.07395,-0.00395,0.13815,0.18385,0.17375,46.90217391,16,8.569666667,7.859,8.812,8.397,-0.053666667,-1.372333333,0.689333333,-0.692666667,3.802549949,4.155865263,4.271559929,4.235556925,787.9176471
1992,UK,,,795,0.38155,1.50426534,1.13545,1.07855223,0.7837,0.0253,0.30456932,0.1341,0.27679554,53.90217391,20,7.859,8.812,8.397,9.071,-1.372333333,0.689333333,-0.692666667,-0.441333333,4.155865263,4.271559929,4.235556925,3.803043571,733.9285714
1993,UK,,,870,0.3953,1.4259,1.0586,1.14895,0.8943,0.0528,-0.0488,0.1678,0.2887,49.14130435,13,8.812,8.397,9.071,7.511666667,0.689333333,-0.692666667,-0.441333333,-1.949,4.271559929,4.235556925,3.803043571,3.894318333,827.7936508
1995,UK,,,875,0.36035,1.465125,0.960175,1.197825,1.0186,-0.0109,0.05855,0.02295,0.30505,49.95652174,11,9.071,7.511666667,7.315333333,8.506666667,-0.441333333,-1.949,0.071333333,2.320333333,3.803043571,3.894318333,3.687387307,3.198210782,880.6299213
2001,UK,,,803,0.18855,1.489775,1.23555,1.012575,0.8993,-0.3771,0.21485,0.3409,-0.03815,52.08695652,25,9.766666667,10.00666667,9.256666667,8.621,0.832333333,1.806,-0.282333333,-2.146,4.061947926,3.97842419,3.976750216,3.795776189,891.5714286
2005,UK,,,897.5,0.37095,1.482125,1.111975,1.189275,0.8528,-0.0601,0.00815,0.21425,0.45325,50.35555556,3,9.235666667,8.672,7.866333333,8.478666667,-5.076666667,-2.63,-4.522666667,-1.941666667,3.63939791,3.009273758,3.91171874,3.666082985,655.68
