Year,Sys,pAge,RS,FL6,IncFW,IncS1,IncS2,IncS3,IncS4,MrgFW,MrgS1,MrgS2,MrgS3,AirJJA,Air60,SstS1,SstS2,SstS3,SstS4,SstW1,SstW2,SstW3,SstW4,SbmS1,SbmS2,SbmS3,SbmS4,Flen
2006,AY,0.466477297,0.610439163,805.5,0.303041793,1.383357005,0.945721691,1.169259455,1.0137,-0.02365,-0.1763,0.16395,0.2938,45.79347826,0,8.672,7.866333333,8.478666667,7.705333333,-2.63,-4.522666667,-1.941666667,-5.592,3.009273758,3.91171874,3.666082985,3.641450374,772.5925926
1986,KL,0.856855652,,980,0.369325911,1.20323085,1.10117873,1.225354785,1.0892,-0.0517,0.0577,0.11905,0.2801,52.9673913,8,9.26,9.303333333,9.209,9.338333333,2.392333333,2.644,2.588,2.952333333,3.162825784,3.392621031,3.533875614,3.334140052,983
1988,KL,0.926450813,1.322143645,1015,0.332179577,1.142940326,1.050420902,1.175413116,1.0753,0.0116,0.19695,0.1125,0.12035,54.50574713,21,9.209,9.338333333,8.515333333,9.528,2.588,2.952333333,3.187,3.767666667,3.533875614,3.334140052,3.010150208,3.802549949,1005.708738
1989,KL,0.818879194,1.234687547,1007.5,0.316202997,1.140395137,1.175219228,1.309335671,1.0635,0.03095,0.26005,-0.0083,0.04805,53.92391304,13,9.338333333,8.515333333,9.528,8.876666667,2.952333333,3.187,3.767666667,2.428333333,3.334140052,3.010150208,3.802549949,4.155865263,987.3185484
1990,KL,0.810104584,1.5442675,1010,0.342751374,1.253647556,1.120395144,1.276535051,1.11185,-0.03075,0.10925,0.10865,0.3072,52.27472527,5,8.515333333,9.528,8.876666667,9.364333333,3.187,3.767666667,2.428333333,3.3,3.010150208,3.802549949,4.155865263,4.271559929,937.107438
1991,KL,0.774268988,2.197990369,1020,0.32713315,1.090242112,1.100958871,1.314564532,1.2209,0.02725,0.31365,0.07705,0.35395,54.3968254,15.31428571,9.528,8.876666667,9.364333333,8.732333333,3.767666667,2.428333333,3.3,2.495666667,3.802549949,4.155865263,4.271559929,4.235556925,961.8939394
1992,KL,0.758601615,1.168182261,1012.5,0.32032381,1.141128976,1.171224824,1.502739944,1.0563,-0.03825,0.05425,0.15605,0.04545,54.20879121,25,8.876666667,9.364333333,8.732333333,10.22266667,2.428333333,3.3,2.495666667,3.865333333,4.155865263,4.271559929,4.235556925,3.803043571,968.4299517
1993,KL,0.804789348,1.070445111,977.5,0.355342806,1.152711771,1.084126224,1.230595071,1.1406,-0.02835,0.1576,-0.0023,0.1175,51.5326087,18,9.364333333,8.732333333,10.22266667,8.927333333,3.3,2.495666667,3.865333333,2.172333333,4.271559929,4.235556925,3.803043571,3.894318333,980.3317536
1994,KL,0.830677588,1.693137917,990,0.309505985,1.244682544,1.186047382,1.385901498,0.9881,-0.0155,0.1087,0.0544,0.2267,53.36956522,12,8.732333333,10.22266667,8.927333333,7.977,2.495666667,3.865333333,2.172333333,2.712666667,4.235556925,3.803043571,3.894318333,3.687387307,1004.525692
1995,KL,0.79879035,2.095013845,995,0.358523271,1.126031968,1.146308439,1.293431689,1.21125,-0.03478998,0.24905,0.0824,0.2952,52.69662921,3,10.22266667,8.927333333,7.977,8.703,3.865333333,2.172333333,2.712666667,4.244,3.803043571,3.894318333,3.687387307,3.198210782,990.0458716
1996,KL,0.816807123,1.442024873,975,0.322489998,1.2117562,1.138345978,1.372520749,1.0293,-0.0076,0.0707,-0.04305,0.4197,55.36956522,32,8.927333333,7.977,8.703,8.773666667,2.172333333,2.712666667,4.244,2.602666667,3.894318333,3.687387307,3.198210782,3.714729574,969.5219124
1997,KL,0.798184872,2.096088531,1020,0.31076702,1.140902594,1.115797926,1.417195288,1.0792,-0.00955,0.22255,0.0514,-0.16525,52.19565217,8,7.977,8.703,8.773666667,10.18666667,2.712666667,4.244,2.602666667,4.649,3.687387307,3.198210782,3.714729574,3.671482726,988.0208333
1998,KL,0.824599526,2.780943711,,0.323450537,1.166265941,1.17449013,1.248202588,1.02645,-0.0517,0.26685,-0.06925,0.1139,53.83695652,16,8.703,8.773666667,10.18666667,10.21866667,4.244,2.602666667,4.649,3.149,3.198210782,3.714729574,3.671482726,,994.2028986
1999,KL,0.709378364,2.927717162,1005,0.3309688,1.063512918,1.135615498,1.2713639,1.1005,-0.0408,0.2592,0.19775,0.1709,53.21212121,15.31428571,8.773666667,10.18666667,10.21866667,11.21466667,2.602666667,4.649,3.149,3.942666667,3.714729574,3.671482726,4.061947926,3.97842419,971.5849057
2000,KL,0.701181777,1.817867287,1010,0.320414775,1.130572671,1.102003796,1.226509455,1.0087,-0.06535,0.39465,0.3003,0.2817,54.55434783,20,10.18666667,10.21866667,11.21466667,10.52566667,4.649,3.149,3.942666667,2.858666667,3.671482726,4.061947926,3.97842419,3.976750216,966.2987013
2001,KL,0.613163514,2.379654537,970,0.373965815,1.136762559,1.059882159,1.278980943,1.1182,-0.0622,0.0758,0.1296,-0.0768,53.29347826,12,10.21866667,11.21466667,10.52566667,8.94,3.149,3.942666667,2.858666667,1.864333333,4.061947926,3.97842419,3.976750216,3.795776189,972.3357143
2002,KL,0.736982763,1.185764012,995,0.309558011,1.090021108,1.097329517,1.286611903,1.0955,0.0266,-0.0641,0.0487,0.0027,54.77173913,26,11.21466667,10.52566667,8.94,9.28,3.942666667,2.858666667,1.864333333,2.004333333,3.97842419,3.976750216,3.795776189,3.63939791,932.5789474
2003,KL,0.601713371,0.368411441,1015,0.349694726,1.117367296,1.088755804,1.379586343,1.0087,0.03165,0.04315,0.096,0.18245,56.45652174,42,10.52566667,8.94,9.28,8.255333333,2.858666667,1.864333333,2.004333333,2.160333333,3.976750216,3.795776189,3.63939791,3.009273758,891.6131528
2004,KL,0.585558241,0.507878387,980,0.321613985,1.25926562,1.148224654,1.231669116,0.9632,-0.02345,0.2314,0.1258,0.48885,55.43478261,32,8.94,9.28,8.255333333,8.537666667,1.864333333,2.004333333,2.160333333,2.934,3.795776189,3.63939791,3.009273758,3.91171874,964
2005,KL,0.742165411,0.444564426,995,0.357621734,1.051797044,1.07620775,1.336407176,1.0968,-0.0008,0.07545,0.04745,0.112,46.62121212,1,9.28,8.255333333,8.537666667,8.047,2.004333333,2.160333333,2.934,2.924,3.63939791,3.009273758,3.91171874,3.666082985,984.9433962
2006,KL,0.462803055,0.720300066,975,0.324418751,1.190982091,1.101762542,1.329237003,0.9231,0.0175,0.06915,0.2189,0.1204,54.35869565,15,8.255333333,8.537666667,8.047,7.924666667,2.160333333,2.934,2.924,1.211333333,3.009273758,3.91171874,3.666082985,3.641450374,926.6412214
1986,KE,0.794506399,1.196802769,905,0.268013532,1.202826751,1.0396338,1.170777899,1.0448,0.0149,-0.03225,-0.0086,0.13935,52.9673913,8,9.26,9.303333333,9.209,9.338333333,2.392333333,2.644,2.588,2.952333333,3.162825784,3.392621031,3.533875614,3.334140052,909.7619048
1988,KE,0.79069675,1.231936025,920,0.2600488,1.155277963,1.094153667,1.154635625,1.1085,0.0622,0.2131,0.15785,0.2368,53.33619043,15.31428571,9.209,9.338333333,8.515333333,9.528,2.588,2.952333333,3.187,3.767666667,3.533875614,3.334140052,3.010150208,3.802549949,951.8181818
1989,KE,0.744745385,1.506272447,980,0.286021751,1.250469563,1.107978814,1.244843162,1.231,0.0318,0.0286,0.02385,0.1362,53.33619043,15.31428571,9.338333333,8.515333333,9.528,8.876666667,2.952333333,3.187,3.767666667,2.428333333,3.334140052,3.010150208,3.802549949,4.155865263,947.9136691
1990,KE,0.76857279,1.689058777,925,0.260016729,1.163127963,1.135396015,1.200353413,1.12505,0.02125,0.0814,0.07235,0.0541,52.27472527,5,8.515333333,9.528,8.876666667,9.364333333,3.187,3.767666667,2.428333333,3.3,3.010150208,3.802549949,4.155865263,4.271559929,886.9877049
1991,KE,0.607286963,1.35254942,975,0.268371485,1.164066169,1.159424364,1.319154142,1.0171,0.04445,-0.04195,0.09125,0.2705,54.3968254,15.31428571,9.528,8.876666667,9.364333333,8.732333333,3.767666667,2.428333333,3.3,2.495666667,3.802549949,4.155865263,4.271559929,4.235556925,896.4477612
1992,KE,0.509881476,0.940006922,960,0.263493674,1.089066007,1.111134188,1.467965401,1.05295,0.031,0.0085,0.03955,0.2565,54.20879121,25,8.876666667,9.364333333,8.732333333,10.22266667,2.428333333,3.3,2.495666667,3.865333333,4.155865263,4.271559929,4.235556925,3.803043571,890.2849741
1993,KE,0.536218684,1.746580302,975,0.278323661,1.199768186,1.206454345,1.339262609,1.1361,0.00265,0.00975,0.0866,0.05625,51.5326087,18,9.364333333,8.732333333,10.22266667,8.927333333,3.3,2.495666667,3.865333333,2.172333333,4.271559929,4.235556925,3.803043571,3.894318333,909.0677966
1994,KE,0.492183586,1.704708083,945,0.306347037,1.257526678,1.177735771,1.470323155,0.9828,-0.056,0.0199,0.10315,0.41985,53.36956522,12,8.732333333,10.22266667,8.927333333,7.977,2.495666667,3.865333333,2.172333333,2.712666667,4.235556925,3.803043571,3.894318333,3.687387307,903.3333333
1995,KE,0.713332076,1.370080648,980,0.326918361,1.264217915,1.063811377,1.333369057,1.05515,0.00025,0.17725,0.1935,0.1725,52.69662921,3,10.22266667,8.927333333,7.977,8.703,3.865333333,2.172333333,2.712666667,4.244,3.803043571,3.894318333,3.687387307,3.198210782,941.5804598
1996,KE,0.632444013,1.605973129,990,0.313943589,1.19057499,1.134247915,1.380891593,1.10115,-0.01545,0.0107,0.10845,0.2527,55.36956522,32,8.927333333,7.977,8.703,8.773666667,2.172333333,2.712666667,4.244,2.602666667,3.894318333,3.687387307,3.198210782,3.714729574,894.7393365
1997,KE,0.855991015,2.619349777,1005,0.272404104,1.228871582,1.114190873,1.270061288,1.2429,0.00605,-0.07235,0.0767,0.11715,52.19565217,8,7.977,8.703,8.773666667,10.18666667,2.712666667,4.244,2.602666667,4.649,3.687387307,3.198210782,3.714729574,3.671482726,921.4032258
1998,KE,0.756467416,2.718322524,1012.5,0.27906928,1.310503551,1.112123813,1.325555145,1.1899,-0.0498,0.0331,-0.02585,0.1226,53.83695652,16,8.703,8.773666667,10.18666667,10.21866667,4.244,2.602666667,4.649,3.149,3.198210782,3.714729574,3.671482726,4.061947926,907.16
1999,KE,0.649303365,2.407301315,975,0.291491465,1.188536107,1.165646453,1.342274724,1.0328,-0.04765,0.04165,0.08945,0.08765,53.21212121,15.31428571,8.773666667,10.18666667,10.21866667,11.21466667,2.602666667,4.649,3.149,3.942666667,3.714729574,3.671482726,4.061947926,3.97842419,900.4109589
2000,KE,0.61318057,1.814924664,970,0.235113273,1.25562303,1.180539888,1.170524136,1.1107,0.0195,0.0376,0.0699,0.15035,54.55434783,20,10.18666667,10.21866667,11.21466667,10.52566667,4.649,3.149,3.942666667,2.858666667,3.671482726,4.061947926,3.97842419,3.976750216,895.9895833
2001,KE,0.427055934,2.272315454,960,0.296284454,1.282509464,1.144553067,1.21067202,0.9368,0.0067,0.0313,0.0466,0.1748,53.29347826,12,10.21866667,11.21466667,10.52566667,8.94,3.149,3.942666667,2.858666667,1.864333333,4.061947926,3.97842419,3.976750216,3.795776189,912.7340426
2002,KE,0.481217386,1.5548571,960,0.27119294,1.229681232,1.188618664,1.424840498,1.0888,0.00175,0.06485,0.0839,0.15285,54.77173913,26,11.21466667,10.52566667,8.94,9.28,3.942666667,2.858666667,1.864333333,2.004333333,3.97842419,3.976750216,3.795776189,3.63939791,906.804878
2003,KE,0.306328341,0.511031297,1000,0.278630887,1.232511133,1.089062411,1.38331222,0.8165,0.02895,0.0488,-0.1513,0.03695,56.45652174,42,10.52566667,8.94,9.28,8.255333333,2.858666667,1.864333333,2.004333333,2.160333333,3.976750216,3.795776189,3.63939791,3.009273758,928.9316239
2004,KE,0.422960216,0.443690031,960,0.257069764,1.271927545,1.016094088,1.464456409,1.1104,0.0042,0.1966,0.17545,0.4843,55.43478261,32,8.94,9.28,8.255333333,8.537666667,1.864333333,2.004333333,2.160333333,2.934,3.795776189,3.63939791,3.009273758,3.91171874,967.1153846
2005,KE,0.62071658,0.524766779,985,0.325273782,1.230748964,1.040978543,1.314672383,1.2003,-0.0351,-0.1633,0.1555,0.058,46.62121212,1,9.28,8.255333333,8.537666667,8.047,2.004333333,2.160333333,2.934,2.924,3.63939791,3.009273758,3.91171874,3.666082985,936.5048077
2006,KE,0.541895507,0.699261119,990,0.25167158,1.264260783,1.10041954,1.366645361,1.1597,0.01535,0.01995,0.02085,0.28215,54.35869565,15,8.255333333,8.537666667,8.047,7.924666667,2.160333333,2.934,2.924,1.211333333,3.009273758,3.91171874,3.666082985,3.641450374,885.4424779
1981,TC,0.100339727,0.594219507,845,0.318816424,1.35506931,1.18119386,1.059755043,0.7554,-0.0622,0.0937,-0.0285,0.1252,55.98913043,30,11.663,11.54266667,10.00766667,10.20733333,3.717,3.702333333,3.551,3.855666667,2.537062986,2.748330382,3.068533283,3.077115749,829.8776824
1982,TC,0.50426986,2.144330565,850,0.302307863,1.222816597,1.106740906,1.062935744,0.9321,0.0392,0.0802,0.0386,0.0968,55.64130435,30,11.54266667,10.00766667,10.20733333,10.92133333,3.702333333,3.551,3.855666667,3.033,2.748330382,3.068533283,3.077115749,2.81431907,853.3298153
1983,TC,0.585666786,2.54222872,835,0.345095803,1.208726095,1.156025184,1.167010272,0.7646,-0.01225,0.00945,0.0735,0.0407,54.65217391,23,10.00766667,10.20733333,10.92133333,10.73633333,3.551,3.855666667,3.033,2.392333333,3.068533283,3.077115749,2.81431907,3.162825784,813.7692308
1984,TC,0.464318623,4.325162268,830,0.331931216,1.220725971,1.191600004,1.089153317,0.7243,0.0382,0.1612,0.1448,0.0614,53.02173913,15,10.20733333,10.92133333,10.73633333,10.96366667,3.855666667,3.033,2.392333333,2.644,3.077115749,2.81431907,3.162825784,3.392621031,735.15
1985,TC,0.680258433,2.037340741,860,0.327105156,1.337565011,1.122338743,1.016131461,0.75195,0.025,0.00975,0.1161,0.1157,55.13043478,20,10.92133333,10.73633333,10.96366667,10.939,3.033,2.392333333,2.644,2.588,2.81431907,3.162825784,3.392621031,3.533875614,767.0454545
1989,TC,0.230361677,0.976907012,820,0.335416039,1.259057108,1.321479431,0.988310012,0.8175,0.0225,0.024,0.1451,-0.0084,57.19565217,36,10.432,10.52166667,10.91366667,10.86633333,2.952333333,3.187,3.767666667,2.428333333,3.334140052,3.010150208,3.802549949,4.155865263,772.0415225
1990,TC,0.647729212,0.351257038,810,0.291572936,1.123288276,1.22036068,1.07761987,0.7935,0.0272,-0.0296,-0.0063,0.0894,54.92391304,29,10.52166667,10.91366667,10.86633333,10.50933333,3.187,3.767666667,2.428333333,3.3,3.010150208,3.802549949,4.155865263,4.271559929,788.75
1991,TC,0.649386466,3.188379102,835,0.297873222,1.286515189,1.226905099,1.039967877,0.8558,-0.0038,0.1351,0.2218,0.09515,55.77173913,28,10.91366667,10.86633333,10.50933333,10.52933333,3.767666667,2.428333333,3.3,2.495666667,3.802549949,4.155865263,4.271559929,4.235556925,738.6363636
1992,TC,0.31064906,1.565375323,840,0.317457134,1.278788186,1.238229295,1.091121308,0.80835,0.01835,0.1606,0.1528,0.0485,57.29347826,50,10.86633333,10.50933333,10.52933333,12.42,2.428333333,3.3,2.495666667,3.865333333,4.155865263,4.271559929,4.235556925,3.803043571,814.6078
1993,TC,0.211097894,0.248148282,810,0.343134145,1.153630507,1.214858135,1.142460708,0.8005,0.07425,0.1788,0.15585,0.07915,56.95652174,39,10.50933333,10.52933333,12.42,10.66766667,3.3,2.495666667,3.865333333,2.172333333,4.271559929,4.235556925,3.803043571,3.894318333,817.25375
1994,TC,0.438629942,0.550862161,830,0.341581953,1.222993718,1.288175671,1.100847009,0.8066,0.0328,0.0563,0.0891,0.0276,55.52173913,37,10.52933333,12.42,10.66766667,10.07666667,2.495666667,3.865333333,2.172333333,2.712666667,4.235556925,3.803043571,3.894318333,3.687387307,793.312204
1995,TC,0.378832257,1.328081873,850,0.328251325,1.351294737,1.261358674,1.090815123,0.8234,0.0388,0.1176,0.171,0.1523,55.23913043,31,12.42,10.66766667,10.07666667,10.49966667,3.865333333,2.172333333,2.712666667,4.244,3.803043571,3.894318333,3.687387307,3.198210782,713.3033033
1996,TC,0.391034983,0.765505415,830,0.32153817,1.267304156,1.246577004,1.223542052,0.7315,0.0544,0.0688,0.1535,0.0898,55.77173913,28,10.66766667,10.07666667,10.49966667,10.83733333,2.172333333,2.712666667,4.244,2.602666667,3.894318333,3.687387307,3.198210782,3.714729574,758.2384615
1997,TC,0.315218713,0.397690969,840,0.280971179,1.2047623,1.243244049,1.125321621,0.7222,0.03545,0.04585,0.04245,0.1684,55.85869565,38,10.07666667,10.49966667,10.83733333,11.18266667,2.712666667,4.244,2.602666667,4.649,3.687387307,3.198210782,3.714729574,3.671482726,815.7254902
1998,TC,0.39124667,1.234822065,825,0.300906945,1.278504935,1.228079885,1.088457174,0.78465,-0.01325,0.0669,0.15285,0.04355,55.70652174,29,10.49966667,10.83733333,11.18266667,11.30366667,4.244,2.602666667,4.649,3.149,3.198210782,3.714729574,3.671482726,4.061947926,826.4766355
1999,TC,0.36750812,5.030667156,790,0.332304593,1.299726421,1.132301991,1.184549528,0.6725,-0.0127,0.075,0.1578,0.0982,54.6,31.24390244,10.83733333,11.18266667,11.30366667,12.29633333,2.602666667,4.649,3.149,3.942666667,3.714729574,3.671482726,4.061947926,3.97842419,758.8018018
2000,TC,0.433161554,2.826655196,815,0.351916849,1.247341029,1.38999164,0.97427447,0.6604,-0.0249,0.1649,0.118,0.1594,55.47826087,28,11.18266667,11.30366667,12.29633333,12.30166667,4.649,3.149,3.942666667,2.858666667,3.671482726,4.061947926,3.97842419,3.976750216,786.0994764
2001,TC,0.140487659,1.053980356,830,0.326983443,1.271827282,1.238917966,0.942672009,0.72195,0.051,0.02785,0.0878,-0.0995,54.44565217,25,11.30366667,12.29633333,12.30166667,10.28533333,3.149,3.942666667,2.858666667,1.864333333,4.061947926,3.97842419,3.976750216,3.795776189,802.8931751
1985,CT,0.79657201,,867.5,0.304262382,1.465827697,1.20160792,0.992294035,0.8127,-0.0204,0.0852,0.0027,0.0813,56.7173913,51,4.76,4.057666667,5.475,5.820333333,-2.876,-6.438,-4.739333333,-3.283333333,2.81431907,3.162825784,3.392621031,3.533875614,883.8235294
1986,CT,0.446297864,,870,0.298584387,1.372247681,1.197253705,1.004110679,0.9327,-0.0015,0.0571,0.0058,0.0734,57.25,53,4.057666667,5.475,5.820333333,4.527,-6.438,-4.739333333,-3.283333333,-3.834333333,3.162825784,3.392621031,3.533875614,3.334140052,908.6363636
1987,CT,0.613272908,,875,0.32380631,1.415913977,1.158429504,1.038747918,0.8691,-0.0012,0.07975,-0.01195,0.0416,57.51086957,44,5.475,5.820333333,4.527,4.187333333,-4.739333333,-3.283333333,-3.834333333,-3.581,3.392621031,3.533875614,3.334140052,3.010150208,867.2222222
1989,CT,0.71966348,0.667078905,860,0.330446783,1.39432869,1.145573883,1.011896896,0.9263,0.0556,0.1538,0.1716,0.0583,59.29347826,62,4.527,4.187333333,5.208333333,5.589,-3.834333333,-3.581,-5.36,-4.999333333,3.334140052,3.010150208,3.802549949,4.155865263,860.212766
1990,CT,0.543908525,0.120933536,855,0.312876763,1.20648208,1.094062428,1.016511606,0.8308,0.0009,0.0334,0.0957,0.1123,55.79120879,46,4.187333333,5.208333333,5.589,7.025333333,-3.581,-5.36,-4.999333333,-5.029333333,3.010150208,3.802549949,4.155865263,4.271559929,880.9574468
1991,CT,0.750132211,1.073856258,870,0.297254918,1.30774152,1.145217496,1.046530759,0.8614,0.0226,0.0444,0.2268,0.1261,53.2,40,5.208333333,5.589,7.025333333,7.634333333,-5.36,-4.999333333,-5.029333333,-3.723,3.802549949,4.155865263,4.271559929,4.235556925,819.8957952
1992,CT,0.745785285,0.485237189,875,0.297045449,1.350461069,1.090336527,1.048030825,1.0309,0.0219,0.1511,0.1901,0.2505,56.63636364,66,5.589,7.025333333,7.634333333,8.344666667,-4.999333333,-5.029333333,-3.723,-2.815333333,4.155865263,4.271559929,4.235556925,3.803043571,852.2169811
1993,CT,0.693998373,0.519710096,820,0.326254904,1.191299872,1.089628391,1.170328219,0.8458,0.032,0.1358,0.23065,0.2953,56.76898111,45.02777778,7.025333333,7.634333333,8.344666667,7.435,-5.029333333,-3.723,-2.815333333,-4.557666667,4.271559929,4.235556925,3.803043571,3.894318333,836.7192982
1994,CT,0.635084264,0.234204166,852.5,0.324405768,1.265548839,1.119830822,1.085014441,0.85525,-0.00615,0.07015,0.03475,-0.0349,56.76898111,45.02777778,7.634333333,8.344666667,7.435,6.413666667,-3.723,-2.815333333,-4.557666667,-4.105,4.235556925,3.803043571,3.894318333,3.687387307,835.2892562
1995,CT,0.413980297,0.942050777,865,0.321226618,1.344568363,1.139510799,1.056078458,0.8681,0.0426,0.0493,0.06725,0.0617,58.10126582,45.02777778,8.344666667,7.435,6.413666667,6.804333333,-2.815333333,-4.557666667,-4.105,-5.43,3.803043571,3.894318333,3.687387307,3.198210782,849.2134831
1996,CT,0.250097705,0.942734946,877.5,0.309767378,1.332450514,1.194824075,1.11204824,0.925,0.0203,-0.0158,0.0966,-0.0432,57.0989011,65,7.435,6.413666667,6.804333333,7.591666667,-4.557666667,-4.105,-5.43,-7.101666667,3.894318333,3.687387307,3.198210782,3.714729574,810.2678571
1997,CT,0.670003666,0.408053887,890,0.319944896,1.255563816,1.260670957,1.034002827,0.8532,0.018,0.1423,0.1612,0.0635,56.48913043,44,6.413666667,6.804333333,7.591666667,6.473,-4.105,-5.43,-7.101666667,-4.465333333,3.687387307,3.198210782,3.714729574,3.671482726,856.6641566
1998,CT,0.621931045,0.60003248,860,0.311602361,1.294415254,1.136383346,0.9677963,0.8084,-0.0187,0.0952,0.1065,0.0759,56.30681818,29,6.804333333,7.591666667,6.473,7.168,-5.43,-7.101666667,-4.465333333,-2.771666667,3.198210782,3.714729574,3.671482726,4.061947926,856.9252874
1999,CT,0.343272546,1.351609082,855,0.323200315,1.355387321,1.081764215,1.134800775,0.77435,-0.015,0.01645,0.10085,0.0266,52.8,18,7.591666667,6.473,7.168,8.268666667,-7.101666667,-4.465333333,-2.771666667,-2.892333333,3.714729574,3.671482726,4.061947926,3.97842419,810.2469136
2000,CT,0.368638749,1.083995525,850,0.31936297,1.401286852,1.300524011,0.949818917,0.8582,0.0151,0.1493,0.0985,0.113,55.86956522,31,6.473,7.168,8.268666667,8.832,-4.465333333,-2.771666667,-2.892333333,-5.862,3.671482726,4.061947926,3.97842419,3.976750216,811.6307692
1994,UU,0.689835047,2.571034824,880,0.324820181,1.216438034,1.301864773,1.075540104,0.7688,-0.0075,0.0483,0.3436,0.0951,56.47826087,50,10.821,12.23666667,11.213,10.47166667,2.931,4.188333333,2.414666667,2.183,4.235556925,3.803043571,3.894318333,3.687387307,846.2810811
1995,UU,0.772390215,3.339775362,905,0.325353114,1.266908437,1.279885919,1.15382758,0.8087,-0.02635,0.041,0.0501,0.0155,55.25,30,12.23666667,11.213,10.47166667,10.486,4.188333333,2.414666667,2.183,1.997333333,3.803043571,3.894318333,3.687387307,3.198210782,906.6666667
1999,UU,0.65717707,2.569968697,845,0.349242287,1.155729424,1.145741442,1.10895986,0.6758,-0.0217,0.2202,-0.0338,0.34245,55.72972973,44.34146341,10.25033333,8.893333333,10.29366667,12.61433333,0.906,1.885333333,3.2,2.845,3.714729574,3.671482726,4.061947926,3.97842419,837.4302326
2000,UU,0.847271934,2.116078411,880,0.3007822,1.292434168,1.290632466,0.930244832,0.7226,0.0228,-0.0168,0.1292,0.1319,55.64130435,29,8.893333333,10.29366667,12.61433333,11.91266667,1.885333333,3.2,2.845,1.651666667,3.671482726,4.061947926,3.97842419,3.976750216,835.4607843
2001,UU,0.463980011,0.605058319,875,0.289288357,1.269990744,1.261986985,1.061965357,0.7001,0.03785,-0.08285,0.1093,0.20795,55.27173913,25,10.29366667,12.61433333,11.91266667,11.086,3.2,2.845,1.651666667,2.217666667,4.061947926,3.97842419,3.976750216,3.795776189,845.1246883
2002,UU,0.288274952,1.427559763,890,0.301406029,1.346118367,1.365632909,1.041520007,0.6969,0.0048,0.0478,0.139,0.0292,55.65217391,29,12.61433333,11.91266667,11.086,10.68833333,2.845,1.651666667,2.217666667,1.947333333,3.97842419,3.976750216,3.795776189,3.63939791,864.0343915
2003,UU,,0.771489984,900,0.30255,1.3577,1.3557,0.94275,0.7714,0.0121,-0.0112,0.1128,0.0359,59.61956522,69,11.91266667,11.086,10.68833333,10.222,1.651666667,2.217666667,1.947333333,0.954,3.976750216,3.795776189,3.63939791,3.009273758,831.5314136
1997,SK,0.610707361,1.027235603,825,0.31820046,1.212959811,1.189563688,1.048603295,0.8,0.0149,0.0243,0.1715,0.0632,56.14130435,41,10.07666667,10.49966667,10.83733333,11.18266667,2.712666667,4.244,2.602666667,4.649,3.687387307,3.198210782,3.714729574,3.671482726,822.5067961
1998,SK,0.462890406,2.282645397,830,0.306831165,1.353590059,1.330814822,1.083787194,0.7298,0.05945,0.0927,0.34465,-0.06165,55.17391304,28,10.49966667,10.83733333,11.18266667,11.30366667,4.244,2.602666667,4.649,3.149,3.198210782,3.714729574,3.671482726,4.061947926,816.5878378
1999,SK,0.549686231,3.298128481,835,0.322551934,1.420135825,1.149096048,1.09377345,0.7897,0.0221,0.0345,0.07505,0.19425,55.25373134,38.125,10.83733333,11.18266667,11.30366667,12.29633333,2.602666667,4.649,3.149,3.942666667,3.714729574,3.671482726,4.061947926,3.97842419,812.4428
2000,SK,0.472826363,4.61774568,835,0.32109972,1.38998884,1.278230897,1.040755157,0.7882,0.03035,0.06675,0.2937,0.02135,54.82608696,23,11.18266667,11.30366667,12.29633333,12.30166667,4.649,3.149,3.942666667,2.858666667,3.671482726,4.061947926,3.97842419,3.976750216,778.0308442
2001,SK,0.481305259,0.327752273,825,0.331309789,1.320953362,1.147787489,1.138568656,0.71155,-0.0075,0.10315,0.10765,0.21095,55.40217391,24,11.30366667,12.29633333,12.30166667,10.28533333,3.149,3.942666667,2.858666667,1.864333333,4.061947926,3.97842419,3.976750216,3.795776189,798.3434178
2002,SK,0.467715293,0.946864783,840,0.333059269,1.382661007,1.350278876,1.018202352,0.8395,0.0452,0.0499,0.2363,0.11855,55.85869565,31,12.29633333,12.30166667,10.28533333,10.85166667,3.942666667,2.858666667,1.864333333,2.004333333,3.97842419,3.976750216,3.795776189,3.63939791,824.2634731
2003,SK,0.486826357,0.432635484,830,0.337113293,1.266998203,1.232976525,0.994037424,0.8313,0.0086,0.053,0.1804,0.1205,58.94565217,69,12.30166667,10.28533333,10.85166667,10.04633333,2.858666667,1.864333333,2.004333333,2.160333333,3.976750216,3.795776189,3.63939791,3.009273758,786.373768
2004,SK,0.543864745,0.36066991,832.5,0.323012212,1.1956274,1.054711588,1.129410188,0.812,0.0134,0.1316,0.13595,0.06645,57.19565217,46,10.28533333,10.85166667,10.04633333,10.304,1.864333333,2.004333333,2.160333333,2.934,3.795776189,3.63939791,3.009273758,3.91171874,785.4039017
2005,SK,0.329410799,0.406673663,825,0.322451782,1.296512981,1.175300098,1.155001316,0.7624,0.01745,0.04155,0.102,0.1448,54.83695652,16,10.85166667,10.04633333,10.304,9.944,2.004333333,2.160333333,2.934,2.924,3.63939791,3.009273758,3.91171874,3.666082985,788.5561036
2006,SK,0.477014405,0.895564234,800,0.310676319,1.258401325,1.090590741,1.101413487,0.637,0.0403,0.1371,0.2193,0.105,55.52173913,22,10.04633333,10.304,9.944,9.968666667,2.160333333,2.934,2.924,1.211333333,3.009273758,3.91171874,3.666082985,3.641450374,817.2906977
