Name,Year,BroodYear,SYS,Age,AdultAge,Meas,ReturnLength
AY0013F027,2000,1995,AY,4,5,1.0257,755
AY0013F027,2000,1995,AY,3,5,1.0198,755
AY0014F001,2000,1994,AY,5,6,0.6609,780
AY0014F001,2000,1994,AY,4,6,1.1099,780
AY0014F001,2000,1994,AY,3,6,1.3614,780
AY0014F001,2000,1994,AY,1,6,0.3234,780
AY0014F001,2000,1994,AY,2,6,1.4438,780
AY0014F003,2000,1994,AY,3,6,1.1212,890
AY0014F003,2000,1994,AY,5,6,0.9266,890
AY0014F003,2000,1994,AY,4,6,1.057,890
AY0014F003,2000,1994,AY,1,6,0.3451,890
AY0014F003,2000,1994,AY,2,6,1.3333,890
AY0014F004,2000,1994,AY,4,6,1.1424,720
AY0014F004,2000,1994,AY,5,6,0.7223,720
AY0014F004,2000,1994,AY,2,6,1.1936,720
AY0014F004,2000,1994,AY,1,6,0.3549,720
AY0014F004,2000,1994,AY,3,6,0.7929,720
AY0014F005,2000,1994,AY,4,6,0.9846,750
AY0014F005,2000,1994,AY,2,6,1.5961,750
AY0014F005,2000,1994,AY,3,6,0.7452,750
AY0014F005,2000,1994,AY,1,6,0.3015,750
AY0014F005,2000,1994,AY,5,6,0.7379,750
AY0014F006,2000,1994,AY,5,6,0.6292,850
AY0014F006,2000,1994,AY,3,6,1.3788,850
AY0014F006,2000,1994,AY,1,6,0.3719,850
AY0014F006,2000,1994,AY,2,6,1.6614,850
AY0014F006,2000,1994,AY,4,6,1.2052,850
AY0014F007,2000,1994,AY,1,6,0.3882,900
AY0014F007,2000,1994,AY,5,6,0.6905,900
AY0014F007,2000,1994,AY,3,6,0.6322,900
AY0014F007,2000,1994,AY,2,6,1.963,900
AY0014F007,2000,1994,AY,4,6,1.1745,900
AY0014F008,2000,1994,AY,4,6,0.8716,815
AY0014F008,2000,1994,AY,3,6,0.7464,815
AY0014F008,2000,1994,AY,5,6,0.7961,815
AY0014F008,2000,1994,AY,1,6,0.3594,815
AY0014F008,2000,1994,AY,2,6,1.6243,815
AY0014F009,2000,1994,AY,5,6,0.6985,860
AY0014F009,2000,1994,AY,4,6,1.2778,860
AY0014F009,2000,1994,AY,3,6,1.4763,860
AY0014F009,2000,1994,AY,1,6,0.327,860
AY0014F009,2000,1994,AY,2,6,1.4434,860
AY0014F010,2000,1994,AY,5,6,1.1358,810
AY0014F010,2000,1994,AY,3,6,1.3719,810
AY0014F010,2000,1994,AY,2,6,1.2249,810
AY0014F010,2000,1994,AY,1,6,0.3322,810
AY0014F010,2000,1994,AY,4,6,1.0204,810
AY0014F011,2000,1994,AY,4,6,1.0602,900
AY0014F011,2000,1994,AY,2,6,1.5327,900
AY0014F011,2000,1994,AY,5,6,1.0923,900
AY0014F011,2000,1994,AY,1,6,0.288,900
AY0014F011,2000,1994,AY,3,6,1.026,900
AY0014F012,2000,1994,AY,1,6,0.2913,790
AY0014F012,2000,1994,AY,3,6,0.829,790
AY0014F012,2000,1994,AY,5,6,0.8955,790
AY0014F012,2000,1994,AY,4,6,1.1576,790
AY0014F012,2000,1994,AY,2,6,1.4579,790
AY0014F013,2000,1994,AY,3,6,0.6787,750
AY0014F013,2000,1994,AY,2,6,1.6085,750
AY0014F013,2000,1994,AY,1,6,0.2918,750
AY0014F013,2000,1994,AY,4,6,1.043,750
AY0014F013,2000,1994,AY,5,6,0.4556,750
AY0014F014,2000,1994,AY,5,6,1.0019,870
AY0014F014,2000,1994,AY,1,6,0.385,870
AY0014F014,2000,1994,AY,2,6,1.5344,870
AY0014F014,2000,1994,AY,4,6,1.1643,870
AY0014F014,2000,1994,AY,3,6,1.4334,870
AY0014F015,2000,1994,AY,4,6,0.785,770
AY0014F015,2000,1994,AY,2,6,1.6994,770
AY0014F015,2000,1994,AY,3,6,0.6974,770
AY0014F015,2000,1994,AY,5,6,0.9601,770
AY0014F015,2000,1994,AY,1,6,0.353,770
AY0014F016,2000,1994,AY,2,6,1.4745,815
AY0014F016,2000,1994,AY,5,6,1.0594,815
AY0014F016,2000,1994,AY,4,6,1.0672,815
AY0014F016,2000,1994,AY,1,6,0.3031,815
AY0014F016,2000,1994,AY,3,6,0.8614,815
AY0014F017,2000,1994,AY,5,6,0.7349,780
AY0014F017,2000,1994,AY,1,6,0.3195,780
AY0014F017,2000,1994,AY,3,6,0.7963,780
AY0014F017,2000,1994,AY,4,6,1.0019,780
AY0014F017,2000,1994,AY,2,6,1.523,780
AY0014F018,2000,1994,AY,5,6,1.2242,865
AY0014F018,2000,1994,AY,1,6,0.2396,865
AY0014F018,2000,1994,AY,3,6,1.3101,865
AY0014F018,2000,1994,AY,2,6,1.4458,865
AY0014F018,2000,1994,AY,4,6,1.1434,865
AY0014F019,2000,1994,AY,2,6,1.3199,790
AY0014F019,2000,1994,AY,4,6,0.8253,790
AY0014F019,2000,1994,AY,1,6,0.3182,790
AY0014F019,2000,1994,AY,5,6,0.8413,790
AY0014F019,2000,1994,AY,3,6,1.3294,790
AY0014F020,2000,1994,AY,4,6,1.0375,815
AY0014F020,2000,1994,AY,5,6,0.6662,815
AY0014F020,2000,1994,AY,1,6,0.2709,815
AY0014F020,2000,1994,AY,2,6,1.7433,815
AY0014F020,2000,1994,AY,3,6,0.6888,815
AY0014F021,2000,1994,AY,3,6,0.8918,830
AY0014F021,2000,1994,AY,1,6,0.3075,830
AY0014F021,2000,1994,AY,5,6,0.8569,830
AY0014F021,2000,1994,AY,4,6,1.1399,830
AY0014F021,2000,1994,AY,2,6,1.3538,830
AY0014F022,2000,1994,AY,4,6,0.8143,845
AY0014F022,2000,1994,AY,2,6,1.3645,845
AY0014F022,2000,1994,AY,3,6,1.3388,845
AY0014F022,2000,1994,AY,1,6,0.401,845
AY0014F022,2000,1994,AY,5,6,1.2236,845
AY0014F024,2000,1994,AY,1,6,0.343,755
AY0014F024,2000,1994,AY,2,6,1.467,755
AY0014F024,2000,1994,AY,3,6,0.9602,755
AY0014F024,2000,1994,AY,4,6,0.8885,755
AY0014F024,2000,1994,AY,5,6,0.7667,755
AY0014F025,2000,1994,AY,3,6,1.475,845
AY0014F025,2000,1994,AY,1,6,0.2967,845
AY0014F025,2000,1994,AY,2,6,1.1847,845
AY0014F025,2000,1994,AY,4,6,0.7167,845
AY0014F025,2000,1994,AY,5,6,1.0835,845
AY0014F026,2000,1994,AY,1,6,0.3734,780
AY0014F026,2000,1994,AY,2,6,1.3249,780
AY0014F026,2000,1994,AY,3,6,1.0946,780
AY0014F026,2000,1994,AY,5,6,0.4509,780
AY0014F026,2000,1994,AY,4,6,1.1177,780
AY0113F002,2001,1996,AY,1,5,0.3315,740
AY0113F002,2001,1996,AY,4,5,1.5736,740
AY0113F002,2001,1996,AY,3,5,0.9589,740
AY0113F002,2001,1996,AY,2,5,1.3855,740
AY0113F007,2001,1996,AY,3,5,1.6437,830
AY0113F007,2001,1996,AY,2,5,1.4195,830
AY0113F007,2001,1996,AY,1,5,0.3822,830
AY0113F007,2001,1996,AY,4,5,1.4311,830
AY0114F001,2001,1995,AY,1,6,0.4542,870
AY0114F001,2001,1995,AY,5,6,0.87,870
AY0114F001,2001,1995,AY,3,6,1.2963,870
AY0114F001,2001,1995,AY,4,6,1.0632,870
AY0114F001,2001,1995,AY,2,6,1.5753,870
AY0114F002,2001,1995,AY,5,6,0.9949,910
AY0114F002,2001,1995,AY,2,6,1.6574,910
AY0114F002,2001,1995,AY,4,6,0.92,910
AY0114F002,2001,1995,AY,3,6,0.9161,910
AY0114F002,2001,1995,AY,1,6,0.3663,910
AY0114F003,2001,1995,AY,4,6,1.1428,855
AY0114F003,2001,1995,AY,5,6,1.067,855
AY0114F003,2001,1995,AY,2,6,1.2415,855
AY0114F003,2001,1995,AY,3,6,0.7653,855
AY0114F003,2001,1995,AY,1,6,0.3952,855
AY0114F004,2001,1995,AY,2,6,1.2767,910
AY0114F004,2001,1995,AY,5,6,0.9269,910
AY0114F004,2001,1995,AY,4,6,1.3492,910
AY0114F004,2001,1995,AY,1,6,0.3574,910
AY0114F004,2001,1995,AY,3,6,1.1461,910
AY0114F005,2001,1995,AY,4,6,0.9237,775
AY0114F005,2001,1995,AY,2,6,1.3498,775
AY0114F005,2001,1995,AY,3,6,0.8791,775
AY0114F005,2001,1995,AY,1,6,0.3815,775
AY0114F005,2001,1995,AY,5,6,0.6645,775
AY0114F006,2001,1995,AY,3,6,1.055,925
AY0114F006,2001,1995,AY,2,6,1.5888,925
AY0114F006,2001,1995,AY,1,6,0.3421,925
AY0114F006,2001,1995,AY,4,6,1.5307,925
AY0114F006,2001,1995,AY,5,6,0.8203,925
AY0114F007,2001,1995,AY,1,6,0.411,800
AY0114F007,2001,1995,AY,3,6,0.8598,800
AY0114F007,2001,1995,AY,5,6,0.8556,800
AY0114F007,2001,1995,AY,4,6,1.0674,800
AY0114F007,2001,1995,AY,2,6,1.5463,800
AY0114F008,2001,1995,AY,5,6,1.1474,775
AY0114F008,2001,1995,AY,1,6,0.3755,775
AY0114F008,2001,1995,AY,3,6,0.9076,775
AY0114F008,2001,1995,AY,4,6,0.9968,775
AY0114F008,2001,1995,AY,2,6,1.3578,775
AY0114F009,2001,1995,AY,4,6,1.334,850
AY0114F009,2001,1995,AY,1,6,0.4766,850
AY0114F009,2001,1995,AY,3,6,1.2162,850
AY0114F009,2001,1995,AY,5,6,1.0295,850
AY0114F009,2001,1995,AY,2,6,1.3103,850
AY0114F010,2001,1995,AY,4,6,1.0325,825
AY0114F010,2001,1995,AY,5,6,1.3098,825
AY0114F010,2001,1995,AY,1,6,0.3918,825
AY0114F010,2001,1995,AY,2,6,1.4553,825
AY0114F010,2001,1995,AY,3,6,0.659,825
AY0114F011,2001,1995,AY,4,6,1.0979,880
AY0114F011,2001,1995,AY,1,6,0.3599,880
AY0114F011,2001,1995,AY,2,6,1.634,880
AY0114F011,2001,1995,AY,5,6,0.9366,880
AY0114F011,2001,1995,AY,3,6,0.7811,880
AY0114F012,2001,1995,AY,3,6,0.6732,670
AY0114F012,2001,1995,AY,4,6,0.6492,670
AY0114F012,2001,1995,AY,5,6,0.8048,670
AY0114F012,2001,1995,AY,1,6,0.4019,670
AY0114F012,2001,1995,AY,2,6,1.539,670
AY0114F014,2001,1995,AY,1,6,0.4125,855
AY0114F014,2001,1995,AY,3,6,0.786,855
AY0114F014,2001,1995,AY,5,6,0.9556,855
AY0114F014,2001,1995,AY,4,6,1.2774,855
AY0114F014,2001,1995,AY,2,6,1.5053,855
AY0114F015,2001,1995,AY,1,6,0.4664,840
AY0114F015,2001,1995,AY,5,6,0.8069,840
AY0114F015,2001,1995,AY,3,6,0.9954,840
AY0114F015,2001,1995,AY,2,6,1.647,840
AY0114F015,2001,1995,AY,4,6,0.9605,840
AY0114F016,2001,1995,AY,1,6,0.4568,820
AY0114F016,2001,1995,AY,2,6,1.4167,820
AY0114F016,2001,1995,AY,3,6,0.8682,820
AY0114F016,2001,1995,AY,4,6,0.9951,820
AY0114F016,2001,1995,AY,5,6,0.8392,820
AY0114F017,2001,1995,AY,2,6,1.5754,835
AY0114F017,2001,1995,AY,4,6,1.1335,835
AY0114F017,2001,1995,AY,5,6,0.9811,835
AY0114F017,2001,1995,AY,3,6,0.656,835
AY0114F017,2001,1995,AY,1,6,0.3903,835
AY0114F018,2001,1995,AY,1,6,0.3935,850
AY0114F018,2001,1995,AY,5,6,1.2719,850
AY0114F018,2001,1995,AY,3,6,0.6736,850
AY0114F018,2001,1995,AY,4,6,0.9933,850
AY0114F018,2001,1995,AY,2,6,1.515,850
AY0114F019,2001,1995,AY,3,6,1.1304,935
AY0114F019,2001,1995,AY,5,6,0.8678,935
AY0114F019,2001,1995,AY,2,6,1.6926,935
AY0114F019,2001,1995,AY,1,6,0.3307,935
AY0114F019,2001,1995,AY,4,6,1.4898,935
AY0114F020,2001,1995,AY,3,6,0.9454,840
AY0114F020,2001,1995,AY,2,6,1.4193,840
AY0114F020,2001,1995,AY,5,6,0.9302,840
AY0114F020,2001,1995,AY,1,6,0.3431,840
AY0114F020,2001,1995,AY,4,6,0.8024,840
AY0114F021,2001,1995,AY,3,6,1.0133,870
AY0114F021,2001,1995,AY,4,6,0.8695,870
AY0114F021,2001,1995,AY,5,6,0.5669,870
AY0114F021,2001,1995,AY,1,6,0.3919,870
AY0114F021,2001,1995,AY,2,6,1.4283,870
AY0114F022,2001,1995,AY,3,6,0.9203,850
AY0114F022,2001,1995,AY,5,6,0.7193,850
AY0114F022,2001,1995,AY,1,6,0.4662,850
AY0114F022,2001,1995,AY,4,6,0.9719,850
AY0114F022,2001,1995,AY,2,6,1.4906,850
AY0114F023,2001,1995,AY,5,6,1.0396,840
AY0114F023,2001,1995,AY,3,6,0.829,840
AY0114F023,2001,1995,AY,1,6,0.4256,840
AY0114F023,2001,1995,AY,4,6,0.954,840
AY0114F023,2001,1995,AY,2,6,1.2467,840
AY0114F024,2001,1995,AY,2,6,1.2738,860
AY0114F024,2001,1995,AY,5,6,0.9246,860
AY0114F024,2001,1995,AY,3,6,0.8425,860
AY0114F024,2001,1995,AY,1,6,0.3719,860
AY0114F024,2001,1995,AY,4,6,1.0787,860
AY0114F025,2001,1995,AY,2,6,1.3735,840
AY0114F025,2001,1995,AY,4,6,0.9798,840
AY0114F025,2001,1995,AY,1,6,0.3524,840
AY0114F025,2001,1995,AY,3,6,0.6663,840
AY0114F025,2001,1995,AY,5,6,0.8976,840
AY0114F027,2001,1995,AY,2,6,1.4659,840
AY0114F027,2001,1995,AY,4,6,1.0587,840
AY0114F027,2001,1995,AY,1,6,0.3869,840
AY0114F027,2001,1995,AY,5,6,0.7161,840
AY0114F027,2001,1995,AY,3,6,1.2058,840
AY0114F033,2001,1995,AY,3,6,0.7143,899
AY0114F033,2001,1995,AY,5,6,1.127,899
AY0114F033,2001,1995,AY,4,6,1.0672,899
AY0114F033,2001,1995,AY,2,6,1.1548,899
AY0114F033,2001,1995,AY,1,6,0.3529,899
AY0213F001,2002,1997,AY,2,5,1.2468,690
AY0213F001,2002,1997,AY,1,5,0.3203,690
AY0213F001,2002,1997,AY,4,5,1.3392,690
AY0213F001,2002,1997,AY,3,5,0.9281,690
AY0213F002,2002,1997,AY,1,5,0.3718,760
AY0213F002,2002,1997,AY,2,5,1.2745,760
AY0213F002,2002,1997,AY,4,5,1.4151,760
AY0213F002,2002,1997,AY,3,5,1.0446,760
AY0213F003,2002,1997,AY,3,5,1.3169,705
AY0213F003,2002,1997,AY,2,5,1.2952,705
AY0213F003,2002,1997,AY,4,5,0.8257,705
AY0213F003,2002,1997,AY,1,5,0.3529,705
AY0213F004,2002,1997,AY,2,5,1.4049,805
AY0213F004,2002,1997,AY,1,5,0.3869,805
AY0213F004,2002,1997,AY,4,5,1.7326,805
AY0213F004,2002,1997,AY,3,5,1.1448,805
AY0213F005,2002,1997,AY,3,5,1.2003,690
AY0213F005,2002,1997,AY,1,5,0.3306,690
AY0213F005,2002,1997,AY,2,5,1.276,690
AY0213F005,2002,1997,AY,4,5,0.7386,690
AY0213F006,2002,1997,AY,1,5,0.3256,700
AY0213F006,2002,1997,AY,2,5,1.3311,700
AY0213F006,2002,1997,AY,3,5,1.2036,700
AY0213F006,2002,1997,AY,4,5,0.9948,700
AY0213F008,2002,1997,AY,4,5,1.2843,720
AY0213F008,2002,1997,AY,1,5,0.3821,720
AY0213F008,2002,1997,AY,3,5,1.251,720
AY0213F008,2002,1997,AY,2,5,1.2756,720
AY0213F009,2002,1997,AY,2,5,1.0734,770
AY0213F009,2002,1997,AY,1,5,0.375,770
AY0213F009,2002,1997,AY,3,5,1.0188,770
AY0213F009,2002,1997,AY,4,5,1.9725,770
AY0213F010,2002,1997,AY,2,5,1.5042,690
AY0213F010,2002,1997,AY,3,5,1.1149,690
AY0213F010,2002,1997,AY,4,5,1.1304,690
AY0213F010,2002,1997,AY,1,5,0.3287,690
AY0213F011,2002,1997,AY,1,5,0.3818,765
AY0213F011,2002,1997,AY,3,5,1.2547,765
AY0213F011,2002,1997,AY,4,5,1.429,765
AY0213F011,2002,1997,AY,2,5,1.5638,765
AY0213F012,2002,1997,AY,1,5,0.2634,790
AY0213F012,2002,1997,AY,3,5,1.5238,790
AY0213F012,2002,1997,AY,4,5,1.2704,790
AY0213F012,2002,1997,AY,2,5,1.3165,790
AY0213F013,2002,1997,AY,1,5,0.3842,670
AY0213F013,2002,1997,AY,3,5,1.1446,670
AY0213F013,2002,1997,AY,4,5,0.8599,670
AY0213F013,2002,1997,AY,2,5,1.2869,670
AY0213F014,2002,1997,AY,3,5,1.2927,680
AY0213F014,2002,1997,AY,2,5,1.3765,680
AY0213F014,2002,1997,AY,1,5,0.2843,680
AY0213F014,2002,1997,AY,4,5,0.9402,680
AY0213F015,2002,1997,AY,4,5,1.5023,700
AY0213F015,2002,1997,AY,2,5,1.2834,700
AY0213F015,2002,1997,AY,3,5,1.0468,700
AY0213F015,2002,1997,AY,1,5,0.4244,700
AY0213F016,2002,1997,AY,2,5,1.2209,665
AY0213F016,2002,1997,AY,1,5,0.3673,665
AY0213F016,2002,1997,AY,3,5,1.024,665
AY0213F016,2002,1997,AY,4,5,0.9741,665
AY0213F017,2002,1997,AY,3,5,1.2476,735
AY0213F017,2002,1997,AY,1,5,0.3546,735
AY0213F017,2002,1997,AY,4,5,0.7452,735
AY0213F017,2002,1997,AY,2,5,1.3841,735
AY0213F019,2002,1997,AY,4,5,0.9817,740
AY0213F019,2002,1997,AY,3,5,1.3134,740
AY0213F019,2002,1997,AY,2,5,1.2195,740
AY0213F019,2002,1997,AY,1,5,0.4089,740
AY0213F022,2002,1997,AY,3,5,1.1099,670
AY0213F022,2002,1997,AY,4,5,0.9146,670
AY0213F022,2002,1997,AY,2,5,1.4235,670
AY0213F022,2002,1997,AY,1,5,0.3991,670
AY0213F025,2002,1997,AY,4,5,0.9863,680
AY0213F025,2002,1997,AY,2,5,1.2435,680
AY0213F025,2002,1997,AY,1,5,0.4158,680
AY0213F025,2002,1997,AY,3,5,1.1102,680
AY0213F026,2002,1997,AY,1,5,0.3423,670
AY0213F026,2002,1997,AY,4,5,0.9369,670
AY0213F026,2002,1997,AY,3,5,0.6052,670
AY0213F026,2002,1997,AY,2,5,1.656,670
AY0213F029,2002,1997,AY,2,5,1.3166,700
AY0213F029,2002,1997,AY,4,5,1.1841,700
AY0213F029,2002,1997,AY,1,5,0.3922,700
AY0213F029,2002,1997,AY,3,5,1.1664,700
AY0213F030,2002,1997,AY,4,5,1.5068,785
AY0213F030,2002,1997,AY,2,5,1.296,785
AY0213F030,2002,1997,AY,3,5,1.2756,785
AY0213F030,2002,1997,AY,1,5,0.4043,785
AY0213F032,2002,1997,AY,4,5,1.3753,730
AY0213F032,2002,1997,AY,1,5,0.3571,730
AY0213F032,2002,1997,AY,2,5,1.2217,730
AY0213F032,2002,1997,AY,3,5,1.0843,730
AY0214F001,2002,1996,AY,3,6,0.8936,770
AY0214F001,2002,1996,AY,4,6,0.9983,770
AY0214F001,2002,1996,AY,1,6,0.3492,770
AY0214F001,2002,1996,AY,5,6,0.7696,770
AY0214F001,2002,1996,AY,2,6,1.4261,770
AY0214F002,2002,1996,AY,3,6,0.7739,770
AY0214F002,2002,1996,AY,1,6,0.3161,770
AY0214F002,2002,1996,AY,2,6,1.1838,770
AY0214F002,2002,1996,AY,5,6,0.5416,770
AY0214F002,2002,1996,AY,4,6,0.9026,770
AY0214F003,2002,1996,AY,2,6,1.3027,820
AY0214F003,2002,1996,AY,5,6,1.2055,820
AY0214F003,2002,1996,AY,3,6,0.7841,820
AY0214F003,2002,1996,AY,1,6,0.352,820
AY0214F003,2002,1996,AY,4,6,1.0345,820
AY0214F004,2002,1996,AY,4,6,1.1932,850
AY0214F004,2002,1996,AY,2,6,1.3561,850
AY0214F004,2002,1996,AY,3,6,1.2963,850
AY0214F004,2002,1996,AY,1,6,0.3288,850
AY0214F004,2002,1996,AY,5,6,0.9589,850
AY0214F005,2002,1996,AY,2,6,1.3476,820
AY0214F005,2002,1996,AY,3,6,0.9929,820
AY0214F005,2002,1996,AY,5,6,0.7655,820
AY0214F005,2002,1996,AY,1,6,0.4126,820
AY0214F005,2002,1996,AY,4,6,1.0345,820
AY0214F007,2002,1996,AY,2,6,1.3749,690
AY0214F007,2002,1996,AY,4,6,1.141,690
AY0214F007,2002,1996,AY,5,6,0.5363,690
AY0214F007,2002,1996,AY,3,6,0.8054,690
AY0214F007,2002,1996,AY,1,6,0.36,690
AY0214F009,2002,1996,AY,4,6,0.9455,780
AY0214F009,2002,1996,AY,1,6,0.3186,780
AY0214F009,2002,1996,AY,5,6,0.5608,780
AY0214F009,2002,1996,AY,3,6,1.0982,780
AY0214F009,2002,1996,AY,2,6,1.2223,780
AY0214F010,2002,1996,AY,3,6,1.0186,800
AY0214F010,2002,1996,AY,2,6,1.3348,800
AY0214F010,2002,1996,AY,4,6,1.2246,800
AY0214F010,2002,1996,AY,5,6,1.2282,800
AY0214F010,2002,1996,AY,1,6,0.3282,800
AY0214F011,2002,1996,AY,1,6,0.4152,805
AY0214F011,2002,1996,AY,2,6,1.5566,805
AY0214F011,2002,1996,AY,3,6,1.0987,805
AY0214F011,2002,1996,AY,4,6,1.1744,805
AY0214F011,2002,1996,AY,5,6,0.6182,805
AY0214F012,2002,1996,AY,3,6,1.0921,840
AY0214F012,2002,1996,AY,1,6,0.3083,840
AY0214F012,2002,1996,AY,2,6,1.2024,840
AY0214F012,2002,1996,AY,4,6,1.2644,840
AY0214F012,2002,1996,AY,5,6,0.575,840
AY0214F013,2002,1996,AY,5,6,0.7486,900
AY0214F013,2002,1996,AY,2,6,1.6578,900
AY0214F013,2002,1996,AY,3,6,1.2464,900
AY0214F013,2002,1996,AY,4,6,1.5104,900
AY0214F013,2002,1996,AY,1,6,0.3116,900
AY0214F014,2002,1996,AY,4,6,0.9626,780
AY0214F014,2002,1996,AY,5,6,0.6695,780
AY0214F014,2002,1996,AY,2,6,1.5502,780
AY0214F014,2002,1996,AY,3,6,1.0997,780
AY0214F014,2002,1996,AY,1,6,0.3625,780
AY0214F015,2002,1996,AY,2,6,1.4787,805
AY0214F015,2002,1996,AY,5,6,0.7471,805
AY0214F015,2002,1996,AY,3,6,0.9102,805
AY0214F015,2002,1996,AY,4,6,1.223,805
AY0214F015,2002,1996,AY,1,6,0.3598,805
AY0214F016,2002,1996,AY,4,6,0.9218,720
AY0214F016,2002,1996,AY,1,6,0.3262,720
AY0214F016,2002,1996,AY,2,6,1.2975,720
AY0214F016,2002,1996,AY,3,6,0.7791,720
AY0214F016,2002,1996,AY,5,6,0.6196,720
AY0214F018,2002,1996,AY,4,6,1.2964,780
AY0214F018,2002,1996,AY,5,6,0.9428,780
AY0214F018,2002,1996,AY,2,6,1.3808,780
AY0214F018,2002,1996,AY,3,6,0.9,780
AY0214F018,2002,1996,AY,1,6,0.3306,780
AY0214F019,2002,1996,AY,1,6,0.3735,870
AY0214F019,2002,1996,AY,3,6,0.9706,870
AY0214F019,2002,1996,AY,2,6,1.718,870
AY0214F019,2002,1996,AY,5,6,0.964,870
AY0214F019,2002,1996,AY,4,6,0.9848,870
AY0214F020,2002,1996,AY,4,6,1.2135,890
AY0214F020,2002,1996,AY,5,6,0.6079,890
AY0214F020,2002,1996,AY,2,6,1.3064,890
AY0214F020,2002,1996,AY,1,6,0.336,890
AY0214F020,2002,1996,AY,3,6,0.9626,890
AY0214F021,2002,1996,AY,5,6,1.2688,1000
AY0214F021,2002,1996,AY,3,6,1.1458,1000
