Name,Year,BroodYear,SYS,Age,AdultAge,Meas,ReturnLength
CP8214F019,1982,1976,CP,4,6,1.3803,905
CP8214F019,1982,1976,CP,2,6,1.4463,905
CP8214F019,1982,1976,CP,3,6,0.9527,905
CP8214F020,1982,1976,CP,3,6,1.1499,980
CP8214F020,1982,1976,CP,5,6,0.9505,980
CP8214F020,1982,1976,CP,1,6,0.4217,980
CP8214F020,1982,1976,CP,4,6,1.4149,980
CP8214F020,1982,1976,CP,2,6,1.5117,980
CP8214F021,1982,1976,CP,2,6,1.1522,930
CP8214F021,1982,1976,CP,3,6,0.9784,930
CP8214F021,1982,1976,CP,5,6,1.2879,930
CP8214F021,1982,1976,CP,4,6,1.199,930
CP8214F021,1982,1976,CP,1,6,0.2805,930
CP8214F025,1982,1976,CP,4,6,1.3527,977
CP8214F025,1982,1976,CP,3,6,1.2409,977
CP8214F025,1982,1976,CP,1,6,0.2517,977
CP8214F025,1982,1976,CP,5,6,1.3666,977
CP8214F025,1982,1976,CP,2,6,1.2776,977
CP8214F031,1982,1976,CP,1,6,0.2689,913
CP8214F031,1982,1976,CP,3,6,0.9981,913
CP8214F031,1982,1976,CP,5,6,0.9899,913
CP8214F031,1982,1976,CP,4,6,1.2395,913
CP8214F031,1982,1976,CP,2,6,1.0654,913
CP8214F032,1982,1976,CP,5,6,1.0679,1002
CP8214F032,1982,1976,CP,2,6,1.1812,1002
CP8214F032,1982,1976,CP,4,6,1.3869,1002
CP8214F032,1982,1976,CP,3,6,0.9389,1002
CP8214F032,1982,1976,CP,1,6,0.3427,1002
CP8214F033,1982,1976,CP,5,6,1.2223,986
CP8214F033,1982,1976,CP,1,6,0.2888,986
CP8214F033,1982,1976,CP,3,6,1.0582,986
CP8214F033,1982,1976,CP,4,6,1.2451,986
CP8214F033,1982,1976,CP,2,6,1.2879,986
CP8214F034,1982,1976,CP,1,6,0.3776,904
CP8214F034,1982,1976,CP,4,6,1.23,904
CP8214F034,1982,1976,CP,3,6,1.015,904
CP8214F034,1982,1976,CP,2,6,1.2104,904
CP8214F034,1982,1976,CP,5,6,0.871,904
CP8313F001,1983,1978,CP,1,5,0.3817,817
CP8313F001,1983,1978,CP,3,5,1.3741,817
CP8313F001,1983,1978,CP,2,5,1.2913,817
CP8313F001,1983,1978,CP,4,5,1.3549,817
CP8313F003,1983,1978,CP,2,5,1.1602,838
CP8313F003,1983,1978,CP,1,5,0.3307,838
CP8313F003,1983,1978,CP,3,5,1.3401,838
CP8313F003,1983,1978,CP,4,5,1.5591,838
CP8313F004,1983,1978,CP,1,5,0.222,879
CP8313F004,1983,1978,CP,3,5,0.9844,879
CP8313F004,1983,1978,CP,4,5,1.9829,879
CP8313F004,1983,1978,CP,2,5,1.3123,879
CP8313F005,1983,1978,CP,3,5,1.3959,756
CP8313F005,1983,1978,CP,1,5,0.323,756
CP8313F005,1983,1978,CP,4,5,1.3606,756
CP8313F005,1983,1978,CP,2,5,1.1585,756
CP8313F007,1983,1978,CP,1,5,0.3894,842
CP8313F007,1983,1978,CP,3,5,1.4733,842
CP8313F007,1983,1978,CP,2,5,1.3903,842
CP8313F007,1983,1978,CP,4,5,1.5848,842
CP8313F008,1983,1978,CP,2,5,1.2326,836
CP8313F008,1983,1978,CP,3,5,1.489,836
CP8313F008,1983,1978,CP,4,5,1.6615,836
CP8313F008,1983,1978,CP,1,5,0.3691,836
CP8313F009,1983,1978,CP,3,5,1.2078,860
CP8313F009,1983,1978,CP,4,5,1.811,860
CP8313F009,1983,1978,CP,2,5,1.5058,860
CP8313F009,1983,1978,CP,1,5,0.3932,860
CP8313F011,1983,1978,CP,3,5,1.5057,895
CP8313F011,1983,1978,CP,1,5,0.333,895
CP8313F011,1983,1978,CP,2,5,1.5963,895
CP8313F011,1983,1978,CP,4,5,1.8312,895
CP8313F012,1983,1978,CP,2,5,1.5015,880
CP8313F012,1983,1978,CP,3,5,1.4708,880
CP8313F012,1983,1978,CP,4,5,1.412,880
CP8313F012,1983,1978,CP,1,5,0.3862,880
CP8313F013,1983,1978,CP,1,5,0.3539,833
CP8313F013,1983,1978,CP,3,5,1.5704,833
CP8313F013,1983,1978,CP,2,5,1.347,833
CP8313F013,1983,1978,CP,4,5,1.3786,833
CP8313F014,1983,1978,CP,2,5,1.166,835
CP8313F014,1983,1978,CP,4,5,1.4728,835
CP8313F014,1983,1978,CP,3,5,1.2675,835
CP8313F014,1983,1978,CP,1,5,0.3291,835
CP8313F017,1983,1978,CP,1,5,0.2176,842
CP8313F017,1983,1978,CP,2,5,1.5118,842
CP8313F017,1983,1978,CP,4,5,1.4117,842
CP8313F017,1983,1978,CP,3,5,1.6518,842
CP8313F018,1983,1978,CP,2,5,1.5016,891
CP8313F018,1983,1978,CP,4,5,1.3438,891
CP8313F018,1983,1978,CP,3,5,1.4951,891
CP8313F018,1983,1978,CP,1,5,0.2997,891
CP8313F019,1983,1978,CP,4,5,1.6045,928
CP8313F019,1983,1978,CP,1,5,0.3491,928
CP8313F019,1983,1978,CP,3,5,1.3052,928
CP8313F019,1983,1978,CP,2,5,1.4856,928
CP8313F021,1983,1978,CP,4,5,1.3922,852
CP8313F021,1983,1978,CP,2,5,1.288,852
CP8313F021,1983,1978,CP,3,5,1.4979,852
CP8313F021,1983,1978,CP,1,5,0.315,852
CP8313F023,1983,1978,CP,2,5,1.01875556,885
CP8313F023,1983,1978,CP,4,5,1.73725255,885
CP8313F023,1983,1978,CP,1,5,0.23654951,885
CP8313F023,1983,1978,CP,3,5,1.11962827,885
CP8313F025,1983,1978,CP,1,5,0.33317493,909
CP8313F025,1983,1978,CP,2,5,0.99185612,909
CP8313F025,1983,1978,CP,3,5,1.64593616,909
CP8313F025,1983,1978,CP,4,5,1.66032975,909
CP8313F026,1983,1978,CP,4,5,1.6578,798
CP8313F026,1983,1978,CP,1,5,0.2502,798
CP8313F026,1983,1978,CP,3,5,1.6025,798
CP8313F026,1983,1978,CP,2,5,1.2656,798
CP8313F027,1983,1978,CP,2,5,1.3297,836
CP8313F027,1983,1978,CP,1,5,0.2602,836
CP8313F027,1983,1978,CP,4,5,1.6656,836
CP8313F027,1983,1978,CP,3,5,1.5418,836
CP8313F030,1983,1978,CP,2,5,1.2354,890
CP8313F030,1983,1978,CP,1,5,0.2602,890
CP8313F030,1983,1978,CP,4,5,1.8516,890
CP8313F030,1983,1978,CP,3,5,1.4169,890
CP8313F032,1983,1978,CP,3,5,1.624,854
CP8313F032,1983,1978,CP,1,5,0.2902,854
CP8313F032,1983,1978,CP,2,5,1.2487,854
CP8313F032,1983,1978,CP,4,5,1.5865,854
CP8313F034,1983,1978,CP,3,5,1.3578,888
CP8313F034,1983,1978,CP,1,5,0.3664,888
CP8313F034,1983,1978,CP,2,5,1.3905,888
CP8313F034,1983,1978,CP,4,5,1.6437,888
CP8313F035,1983,1978,CP,4,5,1.801,923
CP8313F035,1983,1978,CP,3,5,1.5704,923
CP8313F035,1983,1978,CP,2,5,1.6464,923
CP8313F035,1983,1978,CP,1,5,0.3674,923
CP8313F036,1983,1978,CP,2,5,1.274,890
CP8313F036,1983,1978,CP,4,5,1.9128,890
CP8313F036,1983,1978,CP,1,5,0.259,890
CP8313F036,1983,1978,CP,3,5,1.2281,890
CP8313F037,1983,1978,CP,1,5,0.3157,844
CP8313F037,1983,1978,CP,2,5,1.2675,844
CP8313F037,1983,1978,CP,3,5,1.5786,844
CP8313F037,1983,1978,CP,4,5,1.2212,844
CP8314F001,1983,1977,CP,4,6,1.4,982
CP8314F001,1983,1977,CP,1,6,0.3659,982
CP8314F001,1983,1977,CP,3,6,1.3004,982
CP8314F001,1983,1977,CP,5,6,0.9688,982
CP8314F001,1983,1977,CP,2,6,1.4301,982
CP8314F003,1983,1977,CP,4,6,1.1408,926
CP8314F003,1983,1977,CP,3,6,1.0708,926
CP8314F003,1983,1977,CP,5,6,0.9814,926
CP8314F003,1983,1977,CP,1,6,0.2628,926
CP8314F003,1983,1977,CP,2,6,1.3608,926
CP8314F004,1983,1977,CP,2,6,1.391,990
CP8314F004,1983,1977,CP,1,6,0.3061,990
CP8314F004,1983,1977,CP,5,6,0.8681,990
CP8314F004,1983,1977,CP,4,6,1.3213,990
CP8314F004,1983,1977,CP,3,6,1.2695,990
CP8314F005,1983,1977,CP,2,6,1.4237,916
CP8314F005,1983,1977,CP,5,6,0.805,916
CP8314F005,1983,1977,CP,3,6,1.284,916
CP8314F005,1983,1977,CP,1,6,0.2867,916
CP8314F005,1983,1977,CP,4,6,1.3584,916
CP8314F006,1983,1977,CP,2,6,1.4185,932
CP8314F006,1983,1977,CP,1,6,0.2827,932
CP8314F006,1983,1977,CP,5,6,0.8979,932
CP8314F006,1983,1977,CP,4,6,1.0516,932
CP8314F006,1983,1977,CP,3,6,1.4835,932
CP8314F007,1983,1977,CP,1,6,0.2703,887
CP8314F007,1983,1977,CP,2,6,1.2754,887
CP8314F007,1983,1977,CP,5,6,1.1059,887
CP8314F007,1983,1977,CP,4,6,1.2834,887
CP8314F007,1983,1977,CP,3,6,1.3803,887
CP8314F009,1983,1977,CP,2,6,1.2552,905
CP8314F009,1983,1977,CP,4,6,1.2655,905
CP8314F009,1983,1977,CP,3,6,1.1502,905
CP8314F009,1983,1977,CP,5,6,0.7786,905
CP8314F009,1983,1977,CP,1,6,0.2988,905
CP8314F010,1983,1977,CP,4,6,1.168,913
CP8314F010,1983,1977,CP,3,6,1.5125,913
CP8314F010,1983,1977,CP,2,6,1.3724,913
CP8314F010,1983,1977,CP,1,6,0.2744,913
CP8314F010,1983,1977,CP,5,6,0.978,913
CP8314F011,1983,1977,CP,1,6,0.3306,1041
CP8314F011,1983,1977,CP,3,6,1.0935,1041
CP8314F011,1983,1977,CP,4,6,1.7212,1041
CP8314F011,1983,1977,CP,2,6,1.2073,1041
CP8314F011,1983,1977,CP,5,6,1.0493,1041
CP8314F012,1983,1977,CP,1,6,0.2949,863
CP8314F012,1983,1977,CP,3,6,1.0531,863
CP8314F012,1983,1977,CP,2,6,1.3421,863
CP8314F012,1983,1977,CP,5,6,0.9773,863
CP8314F012,1983,1977,CP,4,6,1.151,863
CP8314F013,1983,1977,CP,5,6,0.663,920
CP8314F013,1983,1977,CP,1,6,0.2917,920
CP8314F013,1983,1977,CP,2,6,1.2124,920
CP8314F013,1983,1977,CP,3,6,1.346,920
CP8314F013,1983,1977,CP,4,6,1.1841,920
CP8314F015,1983,1977,CP,1,6,0.2905,897
CP8314F015,1983,1977,CP,4,6,1.0759,897
CP8314F015,1983,1977,CP,2,6,1.0412,897
CP8314F015,1983,1977,CP,5,6,1.046,897
CP8314F015,1983,1977,CP,3,6,1.2409,897
CP8314F016,1983,1977,CP,4,6,1.3622,921
CP8314F016,1983,1977,CP,3,6,1.1724,921
CP8314F016,1983,1977,CP,5,6,1.185,921
CP8314F016,1983,1977,CP,1,6,0.3229,921
CP8314F016,1983,1977,CP,2,6,1.2166,921
CP8314F017,1983,1977,CP,4,6,1.3943,957
CP8314F017,1983,1977,CP,2,6,1.1622,957
CP8314F017,1983,1977,CP,3,6,1.2008,957
CP8314F017,1983,1977,CP,1,6,0.3211,957
CP8314F017,1983,1977,CP,5,6,0.8371,957
CP8314F019,1983,1977,CP,4,6,1.7905,967
CP8314F019,1983,1977,CP,5,6,0.8295,967
CP8314F019,1983,1977,CP,2,6,1.5298,967
CP8314F019,1983,1977,CP,3,6,1.1205,967
CP8314F019,1983,1977,CP,1,6,0.2783,967
CP8314F021,1983,1977,CP,3,6,1.05072808,988
CP8314F021,1983,1977,CP,5,6,1.19843878,988
CP8314F021,1983,1977,CP,1,6,0.37588361,988
CP8314F021,1983,1977,CP,4,6,1.67531316,988
CP8314F021,1983,1977,CP,2,6,1.57184483,988
CP8314F023,1983,1977,CP,1,6,0.3303,934
CP8314F023,1983,1977,CP,3,6,1.3508,934
CP8314F023,1983,1977,CP,2,6,0.9177,934
CP8314F023,1983,1977,CP,4,6,1.3346,934
CP8314F023,1983,1977,CP,5,6,1.2932,934
CP8314F024,1983,1977,CP,1,6,0.3636,927
CP8314F024,1983,1977,CP,3,6,1.1718,927
CP8314F024,1983,1977,CP,2,6,1.3042,927
CP8314F024,1983,1977,CP,5,6,1.0028,927
CP8314F024,1983,1977,CP,4,6,0.9759,927
CP8314F026,1983,1977,CP,4,6,1.1424,922
CP8314F026,1983,1977,CP,1,6,0.3101,922
CP8314F026,1983,1977,CP,5,6,1.0131,922
CP8314F026,1983,1977,CP,2,6,1.1636,922
CP8314F026,1983,1977,CP,3,6,1.1367,922
CP8314F027,1983,1977,CP,2,6,1.2012,1008
CP8314F027,1983,1977,CP,5,6,0.7445,1008
CP8314F027,1983,1977,CP,1,6,0.3046,1008
CP8314F027,1983,1977,CP,3,6,1.2752,1008
CP8314F027,1983,1977,CP,4,6,1.4795,1008
CP8314F028,1983,1977,CP,1,6,0.2702,854
CP8314F028,1983,1977,CP,5,6,1.2817,854
CP8314F028,1983,1977,CP,3,6,1.0654,854
CP8314F028,1983,1977,CP,2,6,1.493,854
CP8314F028,1983,1977,CP,4,6,1.2789,854
CP8314F030,1983,1977,CP,2,6,1.2875,955
CP8314F030,1983,1977,CP,5,6,0.9241,955
CP8314F030,1983,1977,CP,1,6,0.3631,955
CP8314F030,1983,1977,CP,3,6,0.9611,955
CP8314F030,1983,1977,CP,4,6,1.3208,955
CP8314F032,1983,1977,CP,1,6,0.32727598,967
CP8314F032,1983,1977,CP,5,6,0.80049294,967
CP8314F032,1983,1977,CP,3,6,1.34284608,967
CP8314F032,1983,1977,CP,4,6,1.41198225,967
CP8314F032,1983,1977,CP,2,6,1.5024727,967
CP8314F033,1983,1977,CP,4,6,1.1974,953
CP8314F033,1983,1977,CP,3,6,1.2172,953
CP8314F033,1983,1977,CP,5,6,0.773,953
CP8314F033,1983,1977,CP,2,6,1.2714,953
CP8314F033,1983,1977,CP,1,6,0.2844,953
CP8314F034,1983,1977,CP,3,6,0.9947,973
CP8314F034,1983,1977,CP,1,6,0.397,973
CP8314F034,1983,1977,CP,5,6,0.7327,973
CP8314F034,1983,1977,CP,2,6,1.2955,973
CP8314F034,1983,1977,CP,4,6,1.6652,973
CP8314F035,1983,1977,CP,4,6,1.2881,982
CP8314F035,1983,1977,CP,1,6,0.2926,982
CP8314F035,1983,1977,CP,2,6,1.388,982
CP8314F035,1983,1977,CP,3,6,0.9312,982
CP8314F035,1983,1977,CP,5,6,1.1889,982
CP8413F001,1984,1979,CP,3,5,1.11467314,840
CP8413F001,1984,1979,CP,4,5,1.79010749,840
CP8413F001,1984,1979,CP,1,5,0.38190061,840
CP8413F001,1984,1979,CP,2,5,1.30898585,840
CP8413F002,1984,1979,CP,2,5,1.41705534,890
CP8413F002,1984,1979,CP,1,5,0.32739393,890
CP8413F002,1984,1979,CP,4,5,2.0272469,890
CP8413F002,1984,1979,CP,3,5,1.16162908,890
CP8413F004,1984,1979,CP,1,5,0.43039028,850
CP8413F004,1984,1979,CP,4,5,1.69595956,850
CP8413F004,1984,1979,CP,3,5,1.06795313,850
CP8413F004,1984,1979,CP,2,5,1.44230302,850
CP8413F005,1984,1979,CP,1,5,0.32314668,875
CP8413F005,1984,1979,CP,3,5,1.31771637,875
CP8413F005,1984,1979,CP,2,5,1.5935531,875
CP8413F005,1984,1979,CP,4,5,1.68180203,875
CP8413F006,1984,1979,CP,1,5,0.2654,830
CP8413F006,1984,1979,CP,2,5,1.5499,830
CP8413F006,1984,1979,CP,3,5,1.3612,830
CP8413F006,1984,1979,CP,4,5,1.8255,830
CP8413F008,1984,1979,CP,3,5,1.1422,838
CP8413F008,1984,1979,CP,4,5,1.7821,838
CP8413F008,1984,1979,CP,2,5,1.3198,838
CP8413F008,1984,1979,CP,1,5,0.367,838
CP8413F009,1984,1979,CP,2,5,1.4524,859
CP8413F009,1984,1979,CP,1,5,0.3167,859
CP8413F009,1984,1979,CP,3,5,1.5544,859
CP8413F009,1984,1979,CP,4,5,1.4457,859
CP8413F010,1984,1979,CP,3,5,1.2169616,810
CP8413F010,1984,1979,CP,4,5,1.44867393,810
CP8413F010,1984,1979,CP,1,5,0.31830948,810
CP8413F010,1984,1979,CP,2,5,1.53066988,810
CP8413F011,1984,1979,CP,2,5,1.13885897,827
CP8413F011,1984,1979,CP,1,5,0.36125415,827
CP8413F011,1984,1979,CP,4,5,1.81275963,827
CP8413F011,1984,1979,CP,3,5,1.11597091,827
CP8413F012,1984,1979,CP,3,5,1.27017051,880
CP8413F012,1984,1979,CP,1,5,0.31111272,880
CP8413F012,1984,1979,CP,2,5,1.66587473,880
CP8413F012,1984,1979,CP,4,5,1.30049134,880
CP8413F015,1984,1979,CP,1,5,0.3532,855
CP8413F015,1984,1979,CP,2,5,1.5718,855
CP8413F015,1984,1979,CP,4,5,1.192,855
CP8413F015,1984,1979,CP,3,5,1.3181,855
CP8413F016,1984,1979,CP,1,5,0.325,854
CP8413F016,1984,1979,CP,4,5,1.5547,854
CP8413F016,1984,1979,CP,3,5,1.2531,854
CP8413F016,1984,1979,CP,2,5,1.5254,854
CP8413F018,1984,1979,CP,4,5,1.61184005,888
CP8413F018,1984,1979,CP,1,5,0.24681375,888
CP8413F018,1984,1979,CP,3,5,1.17543274,888
CP8413F018,1984,1979,CP,2,5,1.38000968,888
CP8413F019,1984,1979,CP,4,5,1.8238,892
CP8413F019,1984,1979,CP,2,5,1.3833,892
CP8413F019,1984,1979,CP,3,5,1.0736,892
CP8413F019,1984,1979,CP,1,5,0.2791,892
CP8413F020,1984,1979,CP,2,5,1.5462,825
CP8413F020,1984,1979,CP,4,5,1.7314,825
CP8413F020,1984,1979,CP,1,5,0.3897,825
CP8413F020,1984,1979,CP,3,5,1.0052,825
CP8413F021,1984,1979,CP,2,5,1.4177,861
CP8413F021,1984,1979,CP,4,5,1.3535,861
CP8413F021,1984,1979,CP,1,5,0.3612,861
CP8413F021,1984,1979,CP,3,5,1.6521,861
CP8413F022,1984,1979,CP,2,5,1.546,865
CP8413F022,1984,1979,CP,3,5,1.2607,865
CP8413F022,1984,1979,CP,4,5,1.5771,865
CP8413F022,1984,1979,CP,1,5,0.363,865
CP8413F023,1984,1979,CP,3,5,1.3587,873
CP8413F023,1984,1979,CP,1,5,0.388,873
CP8413F023,1984,1979,CP,2,5,1.5219,873
CP8413F023,1984,1979,CP,4,5,1.7536,873
CP8413F024,1984,1979,CP,4,5,1.6892,834
CP8413F024,1984,1979,CP,1,5,0.334,834
CP8413F024,1984,1979,CP,3,5,0.8804,834
CP8413F024,1984,1979,CP,2,5,1.2221,834
CP8413F026,1984,1979,CP,4,5,1.6345,785
CP8413F026,1984,1979,CP,2,5,1.2876,785
CP8413F026,1984,1979,CP,1,5,0.359,785
CP8413F026,1984,1979,CP,3,5,1.1173,785
CP8413F028,1984,1979,CP,2,5,1.35334626,895
CP8413F028,1984,1979,CP,1,5,0.38107475,895
CP8413F028,1984,1979,CP,4,5,1.70763957,895
CP8413F028,1984,1979,CP,3,5,1.25259152,895
CP8413F029,1984,1979,CP,4,5,1.8499,862
CP8413F029,1984,1979,CP,3,5,1.1878,862
CP8413F029,1984,1979,CP,1,5,0.3859,862
CP8413F029,1984,1979,CP,2,5,1.6519,862
CP8413F030,1984,1979,CP,3,5,1.2817,861
CP8413F030,1984,1979,CP,4,5,1.6396,861
CP8413F030,1984,1979,CP,1,5,0.3001,861
CP8413F030,1984,1979,CP,2,5,1.3443,861
CP8413F031,1984,1979,CP,4,5,1.6966,829
CP8413F031,1984,1979,CP,2,5,1.3013,829
CP8413F031,1984,1979,CP,1,5,0.23,829
CP8413F031,1984,1979,CP,3,5,1.1966,829
CP8413F036,1984,1979,CP,4,5,1.7655,873
CP8413F036,1984,1979,CP,3,5,1.1858,873
CP8413F036,1984,1979,CP,2,5,1.5936,873
CP8413F036,1984,1979,CP,1,5,0.2576,873
CP8414F001,1984,1978,CP,5,6,0.85110628,955
CP8414F001,1984,1978,CP,3,6,1.28102463,955
CP8414F001,1984,1978,CP,1,6,0.379659,955
CP8414F001,1984,1978,CP,2,6,1.50141086,955
CP8414F001,1984,1978,CP,4,6,1.43262872,955
CP8414F002,1984,1978,CP,5,6,0.91623109,990
CP8414F002,1984,1978,CP,3,6,1.48064643,990
CP8414F002,1984,1978,CP,2,6,1.22533819,990
CP8414F002,1984,1978,CP,1,6,0.41611474,990
CP8414F002,1984,1978,CP,4,6,1.36396446,990
CP8414F003,1984,1978,CP,3,6,1.34095838,966
CP8414F003,1984,1978,CP,5,6,0.94820363,966
CP8414F003,1984,1978,CP,2,6,1.35228442,966
CP8414F003,1984,1978,CP,1,6,0.36278787,966
CP8414F003,1984,1978,CP,4,6,1.2410295,966
CP8414F004,1984,1978,CP,5,6,0.81984162,934
CP8414F004,1984,1978,CP,1,6,0.28279757,934
CP8414F004,1984,1978,CP,4,6,1.32550304,934
CP8414F004,1984,1978,CP,2,6,1.43569618,934
CP8414F004,1984,1978,CP,3,6,1.15549413,934
CP8414F005,1984,1978,CP,2,6,1.36773977,890
CP8414F005,1984,1978,CP,1,6,0.29306183,890
CP8414F005,1984,1978,CP,5,6,0.85688729,890
CP8414F005,1984,1978,CP,3,6,1.17814625,890
CP8414F005,1984,1978,CP,4,6,1.35570584,890
CP8414F006,1984,1978,CP,5,6,0.7427,970
CP8414F006,1984,1978,CP,2,6,1.3402,970
CP8414F006,1984,1978,CP,4,6,1.4008,970
CP8414F006,1984,1978,CP,3,6,1.1713,970
CP8414F006,1984,1978,CP,1,6,0.3067,970
CP8414F007,1984,1978,CP,2,6,1.5024,982
CP8414F007,1984,1978,CP,5,6,0.9949,982
CP8414F007,1984,1978,CP,4,6,1.1298,982
CP8414F007,1984,1978,CP,1,6,0.3354,982
CP8414F007,1984,1978,CP,3,6,0.9384,982
CP8414F008,1984,1978,CP,3,6,1.4461,904
CP8414F008,1984,1978,CP,4,6,0.8934,904
CP8414F008,1984,1978,CP,1,6,0.3282,904
CP8414F008,1984,1978,CP,5,6,0.8305,904
CP8414F008,1984,1978,CP,2,6,1.2355,904
CP8414F009,1984,1978,CP,4,6,1.28267636,948
CP8414F009,1984,1978,CP,5,6,1.05261579,948
CP8414F009,1984,1978,CP,2,6,1.27370993,948
CP8414F009,1984,1978,CP,3,6,1.51663031,948
CP8414F009,1984,1978,CP,1,6,0.44242425,948
CP8414F010,1984,1978,CP,3,6,1.08364445,893
CP8414F010,1984,1978,CP,2,6,1.38012769,893
CP8414F010,1984,1978,CP,5,6,0.88178102,893
CP8414F010,1984,1978,CP,1,6,0.34485495,893
CP8414F010,1984,1978,CP,4,6,1.51733819,893
CP8414F011,1984,1978,CP,4,6,1.4117463,938
CP8414F011,1984,1978,CP,2,6,1.09072324,938
CP8414F011,1984,1978,CP,5,6,0.73300849,938
CP8414F011,1984,1978,CP,3,6,1.1178586,938
CP8414F011,1984,1978,CP,1,6,0.33506263,938
CP8414F012,1984,1978,CP,5,6,0.7749,925
CP8414F012,1984,1978,CP,2,6,1.2867,925
CP8414F012,1984,1978,CP,1,6,0.4216,925
CP8414F012,1984,1978,CP,3,6,1.1845,925
CP8414F012,1984,1978,CP,4,6,1.3067,925
CP8414F013,1984,1978,CP,3,6,1.36750386,935
CP8414F013,1984,1978,CP,1,6,0.28079193,935
CP8414F013,1984,1978,CP,4,6,0.96224323,935
CP8414F013,1984,1978,CP,5,6,1.19077011,935
CP8414F013,1984,1978,CP,2,6,1.20893899,935
CP8414F014,1984,1978,CP,5,6,0.80273456,991
CP8414F014,1984,1978,CP,4,6,1.27335598,991
CP8414F014,1984,1978,CP,3,6,1.52760245,991
CP8414F014,1984,1978,CP,2,6,1.26297371,991
CP8414F014,1984,1978,CP,1,6,0.28692688,991
CP8414F015,1984,1978,CP,3,6,1.12741493,983
CP8414F015,1984,1978,CP,4,6,1.59402505,983
CP8414F015,1984,1978,CP,5,6,0.95941172,983
CP8414F015,1984,1978,CP,2,6,1.53385532,983
CP8414F015,1984,1978,CP,1,6,0.32951758,983
CP8414F016,1984,1978,CP,5,6,1.2281697,915
CP8414F016,1984,1978,CP,3,6,1.11018988,915
CP8414F016,1984,1978,CP,4,6,1.18699475,915
CP8414F016,1984,1978,CP,1,6,0.40408082,915
CP8414F016,1984,1978,CP,2,6,1.138741,915
CP8414F017,1984,1978,CP,2,6,1.41811717,977
CP8414F017,1984,1978,CP,4,6,1.50542225,977
CP8414F017,1984,1978,CP,3,6,1.08730181,977
CP8414F017,1984,1978,CP,5,6,1.04872247,977
CP8414F017,1984,1978,CP,1,6,0.36998465,977
CP8414F018,1984,1978,CP,2,6,1.4627,959
CP8414F018,1984,1978,CP,4,6,1.3344,959
CP8414F018,1984,1978,CP,3,6,1.2536,959
CP8414F018,1984,1978,CP,5,6,0.6764,959
CP8414F018,1984,1978,CP,1,6,0.3127,959
CP8414F019,1984,1978,CP,4,6,1.47191595,955
CP8414F019,1984,1978,CP,2,6,1.30910383,955
CP8414F019,1984,1978,CP,5,6,1.12953857,955
CP8414F019,1984,1978,CP,1,6,0.33494465,955
CP8414F019,1984,1978,CP,3,6,1.16127514,955
CP8414F020,1984,1978,CP,5,6,1.05497537,972
CP8414F020,1984,1978,CP,4,6,1.37529052,972
CP8414F020,1984,1978,CP,3,6,1.06370588,972
CP8414F020,1984,1978,CP,1,6,0.23548767,972
CP8414F020,1984,1978,CP,2,6,1.31535674,972
CP8414F021,1984,1978,CP,5,6,1.21141653,998
CP8414F021,1984,1978,CP,4,6,1.52347315,998
CP8414F021,1984,1978,CP,3,6,1.46412927,998
CP8414F021,1984,1978,CP,1,6,0.37045656,998
CP8414F021,1984,1978,CP,2,6,1.14829738,998
CP8414F022,1984,1978,CP,4,6,1.32774463,954
CP8414F022,1984,1978,CP,5,6,1.15985938,954
CP8414F022,1984,1978,CP,3,6,0.86078058,954
CP8414F022,1984,1978,CP,2,6,1.52972603,954
CP8414F022,1984,1978,CP,1,6,0.32338264,954
CP8414F023,1984,1978,CP,2,6,0.9826,885
CP8414F023,1984,1978,CP,1,6,0.2966,885
CP8414F023,1984,1978,CP,3,6,1.0513,885
CP8414F023,1984,1978,CP,4,6,1.1163,885
CP8414F023,1984,1978,CP,5,6,0.8687,885
CP8414F024,1984,1978,CP,5,6,0.90620288,1015
CP8414F024,1984,1978,CP,1,6,0.38697375,1015
CP8414F024,1984,1978,CP,2,6,1.28208644,1015
CP8414F024,1984,1978,CP,3,6,1.22109092,1015
CP8414F024,1984,1978,CP,4,6,1.42661177,1015
CP8414F025,1984,1978,CP,5,6,0.7216,965
CP8414F025,1984,1978,CP,4,6,1.4451,965
CP8414F025,1984,1978,CP,1,6,0.2753,965
CP8414F025,1984,1978,CP,2,6,1.2988,965
CP8414F025,1984,1978,CP,3,6,1.2734,965
CP8513F001,1985,1980,CP,2,5,1.3442,873
CP8513F001,1985,1980,CP,3,5,1.2899,873
CP8513F001,1985,1980,CP,4,5,1.6242,873
CP8513F001,1985,1980,CP,1,5,0.3357,873
CP8513F002,1985,1980,CP,4,5,1.876,840
CP8513F002,1985,1980,CP,1,5,0.2829,840
CP8513F002,1985,1980,CP,3,5,1.3616,840
CP8513F002,1985,1980,CP,2,5,1.3039,840
CP8513F003,1985,1980,CP,1,5,0.4244913,883
CP8513F003,1985,1980,CP,3,5,1.52394503,883
CP8513F003,1985,1980,CP,2,5,1.2507038,883
CP8513F003,1985,1980,CP,4,5,1.40183594,883
CP8513F004,1985,1980,CP,2,5,1.4235,843
CP8513F004,1985,1980,CP,1,5,0.2904,843
CP8513F004,1985,1980,CP,4,5,1.5824,843
CP8513F004,1985,1980,CP,3,5,1.3897,843
CP8513F005,1985,1980,CP,4,5,1.348,819
CP8513F005,1985,1980,CP,1,5,0.4699,819
CP8513F005,1985,1980,CP,3,5,1.6259,819
